path,filename,class,split,source,extension
expansion\dog_conjunctivitis\test_D0_1ce19296-60a5-11ec-8402-0a7404972c70_jpg.rf.ALUNFv7KCGJDzrvq5Sba.jpg,test_D0_1ce19296-60a5-11ec-8402-0a7404972c70_jpg.rf.ALUNFv7KCGJDzrvq5Sba.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D0_211390b3-60a5-11ec-8402-0a7404972c70_jpg.rf.dosi5SpbbkuDimq2xRE6.jpg,test_D0_211390b3-60a5-11ec-8402-0a7404972c70_jpg.rf.dosi5SpbbkuDimq2xRE6.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D0_211d82a7-60a5-11ec-8402-0a7404972c70_jpg.rf.7ozI6YDyjPyoPdxPkzt9.jpg,test_D0_211d82a7-60a5-11ec-8402-0a7404972c70_jpg.rf.7ozI6YDyjPyoPdxPkzt9.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D0_213a8966-60a5-11ec-8402-0a7404972c70_jpg.rf.P7WappP0VFWc1HdzbGTc.jpg,test_D0_213a8966-60a5-11ec-8402-0a7404972c70_jpg.rf.P7WappP0VFWc1HdzbGTc.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D0_3089b03e-60a5-11ec-8402-0a7404972c70_jpg.rf.CeolFlh5HrHkJbooZdjI.jpg,test_D0_3089b03e-60a5-11ec-8402-0a7404972c70_jpg.rf.CeolFlh5HrHkJbooZdjI.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D0_30d5eac8-60a5-11ec-8402-0a7404972c70_jpg.rf.ZsJiNtp92IDn3VbCHVhX.jpg,test_D0_30d5eac8-60a5-11ec-8402-0a7404972c70_jpg.rf.ZsJiNtp92IDn3VbCHVhX.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D0_315024ef-60a5-11ec-8402-0a7404972c70_jpg.rf.8SmOM8mRcOls171xE6Dj.jpg,test_D0_315024ef-60a5-11ec-8402-0a7404972c70_jpg.rf.8SmOM8mRcOls171xE6Dj.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D18_101159db-60a5-11ec-8402-0a7404972c70_jpg.rf.EbcDXCwuvpIWTrrns51h.jpg,test_D18_101159db-60a5-11ec-8402-0a7404972c70_jpg.rf.EbcDXCwuvpIWTrrns51h.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D18_16584c55-60a5-11ec-8402-0a7404972c70_jpg.rf.8OFW7eaOKY7XSlNcMuTO.jpg,test_D18_16584c55-60a5-11ec-8402-0a7404972c70_jpg.rf.8OFW7eaOKY7XSlNcMuTO.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D18_3088faec-60a5-11ec-8402-0a7404972c70_jpg.rf.wHNHDC3HdSOvJF2nxXMg.jpg,test_D18_3088faec-60a5-11ec-8402-0a7404972c70_jpg.rf.wHNHDC3HdSOvJF2nxXMg.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D18_3141dae8-60a5-11ec-8402-0a7404972c70_jpg.rf.jL05RrYkrwbVHN1mj540.jpg,test_D18_3141dae8-60a5-11ec-8402-0a7404972c70_jpg.rf.jL05RrYkrwbVHN1mj540.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D19_0d4c9746-60a5-11ec-8402-0a7404972c70_jpg.rf.aE2nKiPq0rUnQZbDaInR.jpg,test_D19_0d4c9746-60a5-11ec-8402-0a7404972c70_jpg.rf.aE2nKiPq0rUnQZbDaInR.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D19_0d4f5110-60a5-11ec-8402-0a7404972c70_jpg.rf.eDWBHY4xACdmjrYzBH3J.jpg,test_D19_0d4f5110-60a5-11ec-8402-0a7404972c70_jpg.rf.eDWBHY4xACdmjrYzBH3J.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D19_0dd0b7ff-60a5-11ec-8402-0a7404972c70_jpg.rf.JmH1XN93AUr9vDUffGHa.jpg,test_D19_0dd0b7ff-60a5-11ec-8402-0a7404972c70_jpg.rf.JmH1XN93AUr9vDUffGHa.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D19_0dd66bf4-60a5-11ec-8402-0a7404972c70_jpg.rf.Hr5RHGHUA8KcqHx6WuFk.jpg,test_D19_0dd66bf4-60a5-11ec-8402-0a7404972c70_jpg.rf.Hr5RHGHUA8KcqHx6WuFk.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D19_0ffc2958-60a5-11ec-8402-0a7404972c70_jpg.rf.H9yO8UeYJ64kvT1PZg6X.jpg,test_D19_0ffc2958-60a5-11ec-8402-0a7404972c70_jpg.rf.H9yO8UeYJ64kvT1PZg6X.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D19_0ffea425-60a5-11ec-8402-0a7404972c70_jpg.rf.YXXJvZXwUpJw6BfH0qKW.jpg,test_D19_0ffea425-60a5-11ec-8402-0a7404972c70_jpg.rf.YXXJvZXwUpJw6BfH0qKW.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_0d4eee96-60a5-11ec-8402-0a7404972c70_jpg.rf.OuHtPynDZ7HWMRNzUGQa.jpg,test_D1_0d4eee96-60a5-11ec-8402-0a7404972c70_jpg.rf.OuHtPynDZ7HWMRNzUGQa.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_0e606a50-60a5-11ec-8402-0a7404972c70_jpg.rf.rjnozotuoZDpb9ikW63e.jpg,test_D1_0e606a50-60a5-11ec-8402-0a7404972c70_jpg.rf.rjnozotuoZDpb9ikW63e.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_0e6d6d34-60a5-11ec-8402-0a7404972c70_jpg.rf.FxsT2dQ2bzynYZsevCAX.jpg,test_D1_0e6d6d34-60a5-11ec-8402-0a7404972c70_jpg.rf.FxsT2dQ2bzynYZsevCAX.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_1012d2ce-60a5-11ec-8402-0a7404972c70_jpg.rf.SPttykOmqeJqmtmyxk7c.jpg,test_D1_1012d2ce-60a5-11ec-8402-0a7404972c70_jpg.rf.SPttykOmqeJqmtmyxk7c.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_1020dd27-60a5-11ec-8402-0a7404972c70_jpg.rf.zJIPTrGq6q1Csc78TdmN.jpg,test_D1_1020dd27-60a5-11ec-8402-0a7404972c70_jpg.rf.zJIPTrGq6q1Csc78TdmN.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_10fecfbc-60a5-11ec-8402-0a7404972c70_jpg.rf.2NYc4pLY1GQXoFPApQYx.jpg,test_D1_10fecfbc-60a5-11ec-8402-0a7404972c70_jpg.rf.2NYc4pLY1GQXoFPApQYx.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_128f63b0-60a5-11ec-8402-0a7404972c70_jpg.rf.u5vzFlbAjepU1YUmjOrl.jpg,test_D1_128f63b0-60a5-11ec-8402-0a7404972c70_jpg.rf.u5vzFlbAjepU1YUmjOrl.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_12f65c61-60a5-11ec-8402-0a7404972c70_jpg.rf.SKc2SnHmO3Zt5zRklOTl.jpg,test_D1_12f65c61-60a5-11ec-8402-0a7404972c70_jpg.rf.SKc2SnHmO3Zt5zRklOTl.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_16812adc-60a5-11ec-8402-0a7404972c70_jpg.rf.Ci3th01aADbeM71he3xX.jpg,test_D1_16812adc-60a5-11ec-8402-0a7404972c70_jpg.rf.Ci3th01aADbeM71he3xX.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_20ed1297-60a5-11ec-8402-0a7404972c70_jpg.rf.JvkyqtacPNR4z9jfKRMN.jpg,test_D1_20ed1297-60a5-11ec-8402-0a7404972c70_jpg.rf.JvkyqtacPNR4z9jfKRMN.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_2110e590-60a5-11ec-8402-0a7404972c70_jpg.rf.femQco5fYxcba2lLZFwE.jpg,test_D1_2110e590-60a5-11ec-8402-0a7404972c70_jpg.rf.femQco5fYxcba2lLZFwE.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_213c5e8d-60a5-11ec-8402-0a7404972c70_jpg.rf.RAi1k0L8sCLhxBjwEvYn.jpg,test_D1_213c5e8d-60a5-11ec-8402-0a7404972c70_jpg.rf.RAi1k0L8sCLhxBjwEvYn.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D1_30721df6-60a5-11ec-8402-0a7404972c70_jpg.rf.ClFeRcTQk4NbsLARep6g.jpg,test_D1_30721df6-60a5-11ec-8402-0a7404972c70_jpg.rf.ClFeRcTQk4NbsLARep6g.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D20_1029233b-60a5-11ec-8402-0a7404972c70_jpg.rf.J4FV1y7wFOA6lDfXXZCv.jpg,test_D20_1029233b-60a5-11ec-8402-0a7404972c70_jpg.rf.J4FV1y7wFOA6lDfXXZCv.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D20_1288687b-60a5-11ec-8402-0a7404972c70_jpg.rf.pKWpumCIf5zgCYAB1ADP.jpg,test_D20_1288687b-60a5-11ec-8402-0a7404972c70_jpg.rf.pKWpumCIf5zgCYAB1ADP.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D20_1918c637-60a5-11ec-8402-0a7404972c70_jpg.rf.dcMdmkG0Y2OXla6HJu5t.jpg,test_D20_1918c637-60a5-11ec-8402-0a7404972c70_jpg.rf.dcMdmkG0Y2OXla6HJu5t.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D20_19435889-60a5-11ec-8402-0a7404972c70_jpg.rf.ooKcQFz7viNqPnRuFZzs.jpg,test_D20_19435889-60a5-11ec-8402-0a7404972c70_jpg.rf.ooKcQFz7viNqPnRuFZzs.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D21_02f85d01-60a5-11ec-8402-0a7404972c70_jpg.rf.vxCyIUbTLnt64hKdFP4z.jpg,test_D21_02f85d01-60a5-11ec-8402-0a7404972c70_jpg.rf.vxCyIUbTLnt64hKdFP4z.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D21_0dc7d9fd-60a5-11ec-8402-0a7404972c70_jpg.rf.Zr1aX7arvu0xSXU5OMa5.jpg,test_D21_0dc7d9fd-60a5-11ec-8402-0a7404972c70_jpg.rf.Zr1aX7arvu0xSXU5OMa5.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D21_0dcbea33-60a5-11ec-8402-0a7404972c70_jpg.rf.ecRfi5AypzVBzNP0bOPf.jpg,test_D21_0dcbea33-60a5-11ec-8402-0a7404972c70_jpg.rf.ecRfi5AypzVBzNP0bOPf.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D21_0dd5eb1c-60a5-11ec-8402-0a7404972c70_jpg.rf.MWJ1WNto69GXeLierSyo.jpg,test_D21_0dd5eb1c-60a5-11ec-8402-0a7404972c70_jpg.rf.MWJ1WNto69GXeLierSyo.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D21_0e4bee75-60a5-11ec-8402-0a7404972c70_jpg.rf.NSJJJcaidStG6cMjf5al.jpg,test_D21_0e4bee75-60a5-11ec-8402-0a7404972c70_jpg.rf.NSJJJcaidStG6cMjf5al.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D21_10a438ad-60a5-11ec-8402-0a7404972c70_jpg.rf.VJawwPAK0tKkdqdcyNiX.jpg,test_D21_10a438ad-60a5-11ec-8402-0a7404972c70_jpg.rf.VJawwPAK0tKkdqdcyNiX.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D21_10a86f4f-60a5-11ec-8402-0a7404972c70_jpg.rf.HIYQn7FL0jVIMHSS2VZS.jpg,test_D21_10a86f4f-60a5-11ec-8402-0a7404972c70_jpg.rf.HIYQn7FL0jVIMHSS2VZS.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_03732e51-60a5-11ec-8402-0a7404972c70_jpg.rf.b1KWgZ4MFGUkwPfEW6ZX.jpg,test_D2_03732e51-60a5-11ec-8402-0a7404972c70_jpg.rf.b1KWgZ4MFGUkwPfEW6ZX.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_0df98a85-60a5-11ec-8402-0a7404972c70_jpg.rf.1yhPTNIC7jqe0EU4rNR2.jpg,test_D2_0df98a85-60a5-11ec-8402-0a7404972c70_jpg.rf.1yhPTNIC7jqe0EU4rNR2.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_1004344c-60a5-11ec-8402-0a7404972c70_jpg.rf.7HTPjvI8bnEWrOd0Kp4x.jpg,test_D2_1004344c-60a5-11ec-8402-0a7404972c70_jpg.rf.7HTPjvI8bnEWrOd0Kp4x.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_102888a7-60a5-11ec-8402-0a7404972c70_jpg.rf.cxscWAiQNvZo2quAozl0.jpg,test_D2_102888a7-60a5-11ec-8402-0a7404972c70_jpg.rf.cxscWAiQNvZo2quAozl0.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_103c2776-60a5-11ec-8402-0a7404972c70_jpg.rf.pBYE4Sw503JLyfSB27oV.jpg,test_D2_103c2776-60a5-11ec-8402-0a7404972c70_jpg.rf.pBYE4Sw503JLyfSB27oV.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_10a29025-60a5-11ec-8402-0a7404972c70_jpg.rf.bnf7s63ZxF2HTFbbUM27.jpg,test_D2_10a29025-60a5-11ec-8402-0a7404972c70_jpg.rf.bnf7s63ZxF2HTFbbUM27.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_1118640d-60a5-11ec-8402-0a7404972c70_jpg.rf.CpoUKvp1KuVvcVUUJtZl.jpg,test_D2_1118640d-60a5-11ec-8402-0a7404972c70_jpg.rf.CpoUKvp1KuVvcVUUJtZl.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_1379ffb7-60a5-11ec-8402-0a7404972c70_jpg.rf.e5V6eFlTn2LUBqm4wb8q.jpg,test_D2_1379ffb7-60a5-11ec-8402-0a7404972c70_jpg.rf.e5V6eFlTn2LUBqm4wb8q.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_166fe59e-60a5-11ec-8402-0a7404972c70_jpg.rf.VLxoFgmwRG0mR0QPvO5X.jpg,test_D2_166fe59e-60a5-11ec-8402-0a7404972c70_jpg.rf.VLxoFgmwRG0mR0QPvO5X.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_1923813d-60a5-11ec-8402-0a7404972c70_jpg.rf.8MLKDxbKIbC4kPEs4j8m.jpg,test_D2_1923813d-60a5-11ec-8402-0a7404972c70_jpg.rf.8MLKDxbKIbC4kPEs4j8m.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_19dfcafa-60a5-11ec-8402-0a7404972c70_jpg.rf.aUILQcVdHVTNccE4pBOA.jpg,test_D2_19dfcafa-60a5-11ec-8402-0a7404972c70_jpg.rf.aUILQcVdHVTNccE4pBOA.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_30d4ba06-60a5-11ec-8402-0a7404972c70_jpg.rf.OFTZd9pUkkpGrKEvV2Xh.jpg,test_D2_30d4ba06-60a5-11ec-8402-0a7404972c70_jpg.rf.OFTZd9pUkkpGrKEvV2Xh.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_30dbc814-60a5-11ec-8402-0a7404972c70_jpg.rf.jRNF0clHGSkfYlg2BXwo.jpg,test_D2_30dbc814-60a5-11ec-8402-0a7404972c70_jpg.rf.jRNF0clHGSkfYlg2BXwo.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_312bc910-60a5-11ec-8402-0a7404972c70_jpg.rf.qHevnZDrUjWYSRAFTPj8.jpg,test_D2_312bc910-60a5-11ec-8402-0a7404972c70_jpg.rf.qHevnZDrUjWYSRAFTPj8.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D2_316b7242-60a5-11ec-8402-0a7404972c70_jpg.rf.dmwBAov65JQDxnO2gon9.jpg,test_D2_316b7242-60a5-11ec-8402-0a7404972c70_jpg.rf.dmwBAov65JQDxnO2gon9.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D3_0e59a760-60a5-11ec-8402-0a7404972c70_jpg.rf.xlaMlAlkmg2tQozyGAxF.jpg,test_D3_0e59a760-60a5-11ec-8402-0a7404972c70_jpg.rf.xlaMlAlkmg2tQozyGAxF.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\test_D3_12f537e5-60a5-11ec-8402-0a7404972c70_jpg.rf.Q4xiFLfbzl1UF4NUxU0A.jpg,test_D3_12f537e5-60a5-11ec-8402-0a7404972c70_jpg.rf.Q4xiFLfbzl1UF4NUxU0A.jpg,conjunctivitis,test,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_02f99e22-60a5-11ec-8402-0a7404972c70_jpg.rf.xhvuMvPMO3dJJsFMeTEm.jpg,train_D0_02f99e22-60a5-11ec-8402-0a7404972c70_jpg.rf.xhvuMvPMO3dJJsFMeTEm.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_02fb427f-60a5-11ec-8402-0a7404972c70_jpg.rf.fNHzwwsY8hrfJC3ac3tW.jpg,train_D0_02fb427f-60a5-11ec-8402-0a7404972c70_jpg.rf.fNHzwwsY8hrfJC3ac3tW.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_030750e3-60a5-11ec-8402-0a7404972c70_jpg.rf.rmLVjt92AZ3w6REPyrvE.jpg,train_D0_030750e3-60a5-11ec-8402-0a7404972c70_jpg.rf.rmLVjt92AZ3w6REPyrvE.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0380fc37-60a5-11ec-8402-0a7404972c70_jpg.rf.TeqrCK3lxd23nqJJ6MJB.jpg,train_D0_0380fc37-60a5-11ec-8402-0a7404972c70_jpg.rf.TeqrCK3lxd23nqJJ6MJB.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_03a5bf05-60a5-11ec-8402-0a7404972c70_jpg.rf.hGyr2wTL38DWo0QGPsPo.jpg,train_D0_03a5bf05-60a5-11ec-8402-0a7404972c70_jpg.rf.hGyr2wTL38DWo0QGPsPo.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_03ad2e4b-60a5-11ec-8402-0a7404972c70_jpg.rf.YUf30aRukrE7ZIO6lzdR.jpg,train_D0_03ad2e4b-60a5-11ec-8402-0a7404972c70_jpg.rf.YUf30aRukrE7ZIO6lzdR.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0dcb4895-60a5-11ec-8402-0a7404972c70_jpg.rf.KBAFWgnJz2J5C2to2xMQ.jpg,train_D0_0dcb4895-60a5-11ec-8402-0a7404972c70_jpg.rf.KBAFWgnJz2J5C2to2xMQ.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0dee6da8-60a5-11ec-8402-0a7404972c70_jpg.rf.sh23cAxRFBybvCONRr7V.jpg,train_D0_0dee6da8-60a5-11ec-8402-0a7404972c70_jpg.rf.sh23cAxRFBybvCONRr7V.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0df020c1-60a5-11ec-8402-0a7404972c70_jpg.rf.NgQmjxJRYurvYxHRF3Ck.jpg,train_D0_0df020c1-60a5-11ec-8402-0a7404972c70_jpg.rf.NgQmjxJRYurvYxHRF3Ck.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0e4c5c0e-60a5-11ec-8402-0a7404972c70_jpg.rf.wTqLTjCStb675xvlkFKv.jpg,train_D0_0e4c5c0e-60a5-11ec-8402-0a7404972c70_jpg.rf.wTqLTjCStb675xvlkFKv.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0e79a1c3-60a5-11ec-8402-0a7404972c70_jpg.rf.5CMiPib0ZjksXzUCAKg2.jpg,train_D0_0e79a1c3-60a5-11ec-8402-0a7404972c70_jpg.rf.5CMiPib0ZjksXzUCAKg2.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0e7b588f-60a5-11ec-8402-0a7404972c70_jpg.rf.LTGADR3bJJj9JR6PiBTO.jpg,train_D0_0e7b588f-60a5-11ec-8402-0a7404972c70_jpg.rf.LTGADR3bJJj9JR6PiBTO.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0e851f01-60a5-11ec-8402-0a7404972c70_jpg.rf.8Go8aUKbxJWuwVVQ7IE9.jpg,train_D0_0e851f01-60a5-11ec-8402-0a7404972c70_jpg.rf.8Go8aUKbxJWuwVVQ7IE9.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0eb1b8bb-60a5-11ec-8402-0a7404972c70_jpg.rf.jJr7fhCu96XyLynK8KiL.jpg,train_D0_0eb1b8bb-60a5-11ec-8402-0a7404972c70_jpg.rf.jJr7fhCu96XyLynK8KiL.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0eb2d0e0-60a5-11ec-8402-0a7404972c70_jpg.rf.NtkSJHCrkSqUsfajcCjz.jpg,train_D0_0eb2d0e0-60a5-11ec-8402-0a7404972c70_jpg.rf.NtkSJHCrkSqUsfajcCjz.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0ffccc00-60a5-11ec-8402-0a7404972c70_jpg.rf.31OxBm3PogjBVhJdtydp.jpg,train_D0_0ffccc00-60a5-11ec-8402-0a7404972c70_jpg.rf.31OxBm3PogjBVhJdtydp.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
expansion\dog_conjunctivitis\train_D0_0ffec3d5-60a5-11ec-8402-0a7404972c70_jpg.rf.dt4pAa4e7XhlAGUIiCcC.jpg,train_D0_0ffec3d5-60a5-11ec-8402-0a7404972c70_jpg.rf.dt4pAa4e7XhlAGUIiCcC.jpg,conjunctivitis,train,dog_conjunctivitis,.jpg
