path,status,reason
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_1.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_10.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_100.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_11.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_12.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_13.jpg,flagged,likely_blurry (var=24.4)
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_15.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_16.png,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_17.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_18.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_19.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_2.jpeg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_20.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_23.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_25.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_26.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_27.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_28.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_29.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_3.jpeg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_30.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_32.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_34.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_35.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_36.png,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_37.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_38.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_39.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_4.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_40.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_41.png,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_42.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_43.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_44.webp,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_45.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_46.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_47.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_48.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_49.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_5.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_50.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_51.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_53.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_54.png,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_56.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_58.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_59.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_6.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_60.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_61.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_64.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_65.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_66.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_68.webp,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_69.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_7.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_70.webp,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_71.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_72.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_73.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_74.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_75.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_76.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_77.png,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_78.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_79.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_8.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_80.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_83.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_85.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_86.jpg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_9.png,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_92.jpeg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_94.jpeg,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_95.jpg,flagged,likely_blurry (var=29.9)
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_96.png,ok,
clean\eye\eye_infection\kaggle__smadive__pet-disease-images__Image_97.jpg,ok,
