path,reason,cluster_size,classes
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_440_png.rf.a5b18b42171ccacf163efd2334114293.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__imgs044.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_139_png.rf.1226cd26b52a507a85db736510a2abdb.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__imgs045.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_276_png.rf.540dd7a9eb36eb609adb9be8d43100e3.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__imgs079.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__images-15-_jpg.rf.2c0161579f89932a371deefbd8422b5a.jpg,same_class_duplicate,2,healthy_cattle
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__download-23-_jpg.rf.85d36a373b96515c9a24182cbeb36d27.jpg,same_class_duplicate,2,healthy_cattle
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_383_png.rf.750bc44b404fdd5184426b57f661a3de.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__imgs230.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_461_png.rf.c7b3164a68324862bd366e65da8bf048.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__imgs271(1).jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_335_png.rf.d43785d9a35eb643f517f857298b1c4c.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__imgs405.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_155_png.rf.b7973af74c411dac4bd2000504e2e9c9.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_98_png.rf.a31241f097bee31514b866a9cefe8e72.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__imgs433.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__download-1-_jpg.rf.98ff6ed9b57339b71efdffc7253aeb7f.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__istockphoto-1373122449-612x612_jpg.rf.02acad440b4eefae803a5fb3b27889f8.jpg,same_class_duplicate,2,healthy_cattle
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_157_png.rf.6ecc73ee6d3cab9c6321f44134ffe8e2.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_656_png.rf.501526d9f754f4e2c428568732acccb1.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Jerseycattle0.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\roboflow__cattle-diseases__images-33-_jpg.rf.fc4f51b09b56e3ca88168cb831d44eb2.jpg,exact_cross_class_conflict,4,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_png.rf.929eb93379e7fe806e107cbce57fe6ff.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Jerseycattle5.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_133_png.rf.db942709f865c2aa26bfd5d8a7cc8444.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_172_png.rf.446b4c61d84959c94601333994773998.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_172_png.rf.190ae94773f3d483b4e2f55f62a9fab8.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_177_png.rf.b95992f4642e34a48b354fcf25753f79.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_177_png.rf.73cbab2fc4d79db8b22493c107ae4320.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_185_png.rf.c37c11815544d398edbba58990baac03.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_185_png.rf.1ec32e422d32edd76ebe5db180325f51.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_207_png.rf.d7f0b7b5270dfd41768cbccffb4c18d0.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_87_png.rf.428de8be5a77ba5a9c508279f9429253.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_207_png.rf.de82681cdd5bac8ab3143cef16ffc287.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_215_png.rf.3d6b289bfbe78cf0471d60fd0e586aca.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_215_png.rf.8039277bcac9ad2d66f3b4e9d4ad8471.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_22_png.rf.ae7964d28e5854ad247cc0402aa99731.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_22_png.rf.9247d2b79d717bff55504e0e8ca39084.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_240_png.rf.b8a9dc81e034b8505e6f20f3872e8da8.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_44_png.rf.34830836a4d3547bd6f1ed9ef7a71b05.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_240_png.rf.1a4b926fb56929d943500c1eb246eea5.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_243_png.rf.895a8e01d814a44fb5d4a0273284ab27.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_243_png.rf.090ec2c522227c53758368b6a40b7fc0.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_244_png.rf.16a80c3fedca0a64b72982d655968943.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_244_png.rf.5cd19bdc520c094f9b25072cacf324a2.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_245_png.rf.ee7b06acaa6e2c0fd5bacde9c3ef7049.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_245_png.rf.17c7472e2180e0483e5516ef7e5dee87.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_248_png.rf.ba64d58f45086a9786f0fcfad5632b4f.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_248_png.rf.cb16f5b3943025369fb3f1a4304b95a4.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_249_png.rf.9caa994c3fd73fddf70254d0ee495ffd.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_90_png.rf.56025f2b05b8ae08669050020a2b0acc.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_249_png.rf.860678104b60fccab37a5b2719c2a7e0.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_251_png.rf.a484f30f9030e6fa17b080153cd13bc4.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_251_png.rf.fc442aa9be0bf923678abc4675c1c733.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_255_png.rf.f47959be95fc025a39381d29a05d4d19.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_255_png.rf.6fbac0cd7e5acfd5baf4fa8249a2d49f.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_256_png.rf.4a61c11fd1b9e63213ed60bae4adca38.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_256_png.rf.c763bf85393a88d5fdd1792492575340.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_257_png.rf.e0527d2537d869f1af4416e841dff148.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_257_png.rf.9e3e7ea00c25db12a3c8de9c6234fd7b.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_261_png.rf.a9784e170e9e4c1bea862ddac4b3d6be.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_261_png.rf.a4e5309db2e686fad5831216795bc8d9.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_268_png.rf.f777822e442877a9a976c89a298e1618.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_268_png.rf.bef4a2b270a2cefc6d75108f2ba719d1.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_277_png.rf.97381ccab8643402bc575b2e6efcb0e3.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_277_png.rf.a5a8f506a881f05ea1407835b75bc49a.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_27_png.rf.65e74f622bf888af58537877d723f36b.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_598_png.rf.0853270cf9a0a1f170b83b32c4903219.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_27_png.rf.be2c3616f1fe148c75cdafc16c168b63.jpg,exact_cross_class_conflict,3,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_281_png.rf.d7f9cb114c71df2fbc5b48fec87ab4a1.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_281_png.rf.74386b5b577213cfe998dc70701b74c1.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_31_png.rf.41107f45e28345e453d761fde13f64cb.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_31_png.rf.edf82e5508525c4caf422fbce4eecdae.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_32_png.rf.a7da8f959b04fa3e9438a318f8443a4d.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_32_png.rf.105c6f5d10ce89c611adfc006f0d4d92.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_35_png.rf.e161ee3848d7f9773ac4e9f363047b6c.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_35_png.rf.849090038f92b73aba8199320c4cc99d.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_556_png.rf.b654e23d63026df6a3571a19a4ef757a.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_556-resized.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_557_png.rf.09f71798d06ad6702ea80717643514ff.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_557-resized.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_558_png.rf.35bc09e0487ac7a11c7ac9211695580b.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_558-resized.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_559_png.rf.5aa5db5bdfa9a0e8c44fb9b899d61f82.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_559-resized.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\skin\healthy_skin\roboflow__lumpy-skin-disease-detection__Normal_Skin_56_png.rf.76d3b3e6d9ce91b0d0b95c5bddc0d651.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
C:\Users\ashis\Desktop\ScanAI\dataset_manager\clean\species_health\healthy_cattle\kaggle__devang03mgr__cattle-diseases-datasets__Normal_Skin_56-resized.jpg,exact_cross_class_conflict,2,healthy_cattle|healthy_skin
