path,status,reason
expansion\dog_conjunctivitis\test_D20_1029233b-60a5-11ec-8402-0a7404972c70_jpg.rf.J4FV1y7wFOA6lDfXXZCv.jpg,flagged,likely_blurry (var=9.9)
expansion\dog_conjunctivitis\test_D20_1288687b-60a5-11ec-8402-0a7404972c70_jpg.rf.pKWpumCIf5zgCYAB1ADP.jpg,flagged,likely_blurry (var=13.3)
expansion\dog_conjunctivitis\test_D20_1918c637-60a5-11ec-8402-0a7404972c70_jpg.rf.dcMdmkG0Y2OXla6HJu5t.jpg,ok,
expansion\dog_conjunctivitis\test_D20_19435889-60a5-11ec-8402-0a7404972c70_jpg.rf.ooKcQFz7viNqPnRuFZzs.jpg,flagged,likely_blurry (var=10.9)
expansion\dog_conjunctivitis\test_D21_02f85d01-60a5-11ec-8402-0a7404972c70_jpg.rf.vxCyIUbTLnt64hKdFP4z.jpg,flagged,likely_blurry (var=8.6)
expansion\dog_conjunctivitis\test_D21_0dc7d9fd-60a5-11ec-8402-0a7404972c70_jpg.rf.Zr1aX7arvu0xSXU5OMa5.jpg,flagged,likely_blurry (var=11.6)
expansion\dog_conjunctivitis\test_D21_0dcbea33-60a5-11ec-8402-0a7404972c70_jpg.rf.ecRfi5AypzVBzNP0bOPf.jpg,flagged,likely_blurry (var=7.9)
expansion\dog_conjunctivitis\test_D21_0dd5eb1c-60a5-11ec-8402-0a7404972c70_jpg.rf.MWJ1WNto69GXeLierSyo.jpg,flagged,likely_blurry (var=12.5)
expansion\dog_conjunctivitis\test_D21_0e4bee75-60a5-11ec-8402-0a7404972c70_jpg.rf.NSJJJcaidStG6cMjf5al.jpg,ok,
expansion\dog_conjunctivitis\test_D21_10a438ad-60a5-11ec-8402-0a7404972c70_jpg.rf.VJawwPAK0tKkdqdcyNiX.jpg,flagged,likely_blurry (var=9.1)
expansion\dog_conjunctivitis\test_D21_10a86f4f-60a5-11ec-8402-0a7404972c70_jpg.rf.HIYQn7FL0jVIMHSS2VZS.jpg,flagged,likely_blurry (var=7.2)
expansion\dog_conjunctivitis\test_D2_03732e51-60a5-11ec-8402-0a7404972c70_jpg.rf.b1KWgZ4MFGUkwPfEW6ZX.jpg,ok,
expansion\dog_conjunctivitis\test_D2_0df98a85-60a5-11ec-8402-0a7404972c70_jpg.rf.1yhPTNIC7jqe0EU4rNR2.jpg,flagged,likely_blurry (var=9.7)
expansion\dog_conjunctivitis\test_D2_1004344c-60a5-11ec-8402-0a7404972c70_jpg.rf.7HTPjvI8bnEWrOd0Kp4x.jpg,flagged,likely_blurry (var=19.4)
expansion\dog_conjunctivitis\test_D2_102888a7-60a5-11ec-8402-0a7404972c70_jpg.rf.cxscWAiQNvZo2quAozl0.jpg,flagged,likely_blurry (var=9.4)
expansion\dog_conjunctivitis\test_D2_103c2776-60a5-11ec-8402-0a7404972c70_jpg.rf.pBYE4Sw503JLyfSB27oV.jpg,flagged,likely_blurry (var=9.5)
expansion\dog_conjunctivitis\test_D2_10a29025-60a5-11ec-8402-0a7404972c70_jpg.rf.bnf7s63ZxF2HTFbbUM27.jpg,flagged,likely_blurry (var=10.8)
expansion\dog_conjunctivitis\test_D2_1118640d-60a5-11ec-8402-0a7404972c70_jpg.rf.CpoUKvp1KuVvcVUUJtZl.jpg,flagged,likely_blurry (var=9.7)
expansion\dog_conjunctivitis\test_D2_1379ffb7-60a5-11ec-8402-0a7404972c70_jpg.rf.e5V6eFlTn2LUBqm4wb8q.jpg,flagged,likely_blurry (var=26.0)
expansion\dog_conjunctivitis\test_D2_166fe59e-60a5-11ec-8402-0a7404972c70_jpg.rf.VLxoFgmwRG0mR0QPvO5X.jpg,flagged,likely_blurry (var=17.9)
expansion\dog_conjunctivitis\test_D2_1923813d-60a5-11ec-8402-0a7404972c70_jpg.rf.8MLKDxbKIbC4kPEs4j8m.jpg,flagged,likely_blurry (var=7.7)
expansion\dog_conjunctivitis\test_D2_19dfcafa-60a5-11ec-8402-0a7404972c70_jpg.rf.aUILQcVdHVTNccE4pBOA.jpg,ok,
expansion\dog_conjunctivitis\test_D2_30d4ba06-60a5-11ec-8402-0a7404972c70_jpg.rf.OFTZd9pUkkpGrKEvV2Xh.jpg,flagged,likely_blurry (var=23.8)
expansion\dog_conjunctivitis\test_D2_30dbc814-60a5-11ec-8402-0a7404972c70_jpg.rf.jRNF0clHGSkfYlg2BXwo.jpg,flagged,likely_blurry (var=10.8)
expansion\dog_conjunctivitis\test_D2_312bc910-60a5-11ec-8402-0a7404972c70_jpg.rf.qHevnZDrUjWYSRAFTPj8.jpg,flagged,likely_blurry (var=25.8)
expansion\dog_conjunctivitis\test_D2_316b7242-60a5-11ec-8402-0a7404972c70_jpg.rf.dmwBAov65JQDxnO2gon9.jpg,ok,
expansion\dog_conjunctivitis\test_D3_0e59a760-60a5-11ec-8402-0a7404972c70_jpg.rf.xlaMlAlkmg2tQozyGAxF.jpg,ok,
expansion\dog_conjunctivitis\test_D3_12f537e5-60a5-11ec-8402-0a7404972c70_jpg.rf.Q4xiFLfbzl1UF4NUxU0A.jpg,flagged,likely_blurry (var=6.1)
expansion\dog_conjunctivitis\train_D0_02f99e22-60a5-11ec-8402-0a7404972c70_jpg.rf.xhvuMvPMO3dJJsFMeTEm.jpg,flagged,likely_blurry (var=11.7)
expansion\dog_conjunctivitis\train_D0_02fb427f-60a5-11ec-8402-0a7404972c70_jpg.rf.fNHzwwsY8hrfJC3ac3tW.jpg,flagged,likely_blurry (var=10.9)
expansion\dog_conjunctivitis\train_D0_030750e3-60a5-11ec-8402-0a7404972c70_jpg.rf.rmLVjt92AZ3w6REPyrvE.jpg,flagged,likely_blurry (var=9.3)
expansion\dog_conjunctivitis\train_D0_0380fc37-60a5-11ec-8402-0a7404972c70_jpg.rf.TeqrCK3lxd23nqJJ6MJB.jpg,ok,
expansion\dog_conjunctivitis\train_D0_03a5bf05-60a5-11ec-8402-0a7404972c70_jpg.rf.hGyr2wTL38DWo0QGPsPo.jpg,ok,
expansion\dog_conjunctivitis\train_D0_03ad2e4b-60a5-11ec-8402-0a7404972c70_jpg.rf.YUf30aRukrE7ZIO6lzdR.jpg,ok,
expansion\dog_conjunctivitis\train_D0_0dcb4895-60a5-11ec-8402-0a7404972c70_jpg.rf.KBAFWgnJz2J5C2to2xMQ.jpg,flagged,likely_blurry (var=7.1)
expansion\dog_conjunctivitis\train_D0_0dee6da8-60a5-11ec-8402-0a7404972c70_jpg.rf.sh23cAxRFBybvCONRr7V.jpg,flagged,likely_blurry (var=13.5)
expansion\dog_conjunctivitis\train_D0_0df020c1-60a5-11ec-8402-0a7404972c70_jpg.rf.NgQmjxJRYurvYxHRF3Ck.jpg,flagged,likely_blurry (var=17.6)
expansion\dog_conjunctivitis\train_D0_0e4c5c0e-60a5-11ec-8402-0a7404972c70_jpg.rf.wTqLTjCStb675xvlkFKv.jpg,ok,
expansion\dog_conjunctivitis\train_D0_0e79a1c3-60a5-11ec-8402-0a7404972c70_jpg.rf.5CMiPib0ZjksXzUCAKg2.jpg,flagged,likely_blurry (var=15.8)
expansion\dog_conjunctivitis\train_D0_0e7b588f-60a5-11ec-8402-0a7404972c70_jpg.rf.LTGADR3bJJj9JR6PiBTO.jpg,flagged,likely_blurry (var=26.7)
expansion\dog_conjunctivitis\train_D0_0e851f01-60a5-11ec-8402-0a7404972c70_jpg.rf.8Go8aUKbxJWuwVVQ7IE9.jpg,flagged,likely_blurry (var=15.9)
expansion\dog_conjunctivitis\train_D0_0eb1b8bb-60a5-11ec-8402-0a7404972c70_jpg.rf.jJr7fhCu96XyLynK8KiL.jpg,flagged,likely_blurry (var=13.0)
expansion\dog_conjunctivitis\train_D0_0eb2d0e0-60a5-11ec-8402-0a7404972c70_jpg.rf.NtkSJHCrkSqUsfajcCjz.jpg,flagged,likely_blurry (var=13.4)
expansion\dog_conjunctivitis\train_D0_0ffccc00-60a5-11ec-8402-0a7404972c70_jpg.rf.31OxBm3PogjBVhJdtydp.jpg,flagged,likely_blurry (var=27.9)
expansion\dog_conjunctivitis\train_D0_0ffec3d5-60a5-11ec-8402-0a7404972c70_jpg.rf.dt4pAa4e7XhlAGUIiCcC.jpg,flagged,likely_blurry (var=14.7)
expansion\dog_conjunctivitis\train_D0_100440d3-60a5-11ec-8402-0a7404972c70_jpg.rf.TFCBNu2os0WlHsEkPOFG.jpg,flagged,likely_blurry (var=12.9)
expansion\dog_conjunctivitis\train_D0_10157d15-60a5-11ec-8402-0a7404972c70_jpg.rf.6xhCDWXx0mj1g2r2rRIa.jpg,flagged,likely_blurry (var=15.6)
expansion\dog_conjunctivitis\train_D0_101a7234-60a5-11ec-8402-0a7404972c70_jpg.rf.TSW4nsxeDqU3fXFCrFfc.jpg,flagged,likely_blurry (var=10.7)
expansion\dog_conjunctivitis\train_D0_1025dd38-60a5-11ec-8402-0a7404972c70_jpg.rf.hn4klCMFAqKbDW49Qw1z.jpg,flagged,likely_blurry (var=8.8)
expansion\dog_conjunctivitis\train_D0_10271476-60a5-11ec-8402-0a7404972c70_jpg.rf.nN3TfZOQagSAZKtzCCKL.jpg,flagged,likely_blurry (var=10.4)
expansion\dog_conjunctivitis\train_D0_10286053-60a5-11ec-8402-0a7404972c70_jpg.rf.0v3DSIgreNC7sEPLjfun.jpg,flagged,likely_blurry (var=13.8)
expansion\dog_conjunctivitis\train_D0_102c68bf-60a5-11ec-8402-0a7404972c70_jpg.rf.DO7qok4A7rXlc7Rl7DrX.jpg,flagged,likely_blurry (var=9.4)
expansion\dog_conjunctivitis\train_D0_10344c1d-60a5-11ec-8402-0a7404972c70_jpg.rf.3xG1Teiv8axxNT6umP5t.jpg,flagged,likely_blurry (var=9.1)
expansion\dog_conjunctivitis\train_D0_1038ad7e-60a5-11ec-8402-0a7404972c70_jpg.rf.XoFm4artcI0lNxlJnp3y.jpg,flagged,likely_blurry (var=10.0)
expansion\dog_conjunctivitis\train_D0_10398487-60a5-11ec-8402-0a7404972c70_jpg.rf.LYNaicMY2LsCH6ohoDOz.jpg,flagged,likely_blurry (var=9.4)
expansion\dog_conjunctivitis\train_D0_103b7a80-60a5-11ec-8402-0a7404972c70_jpg.rf.gkYV88zvfeshkBTIwp2l.jpg,flagged,likely_blurry (var=8.1)
expansion\dog_conjunctivitis\train_D0_104e3899-60a5-11ec-8402-0a7404972c70_jpg.rf.KVHddVZMsDdcB31fAVdz.jpg,flagged,likely_blurry (var=9.0)
expansion\dog_conjunctivitis\train_D0_106a38fb-60a5-11ec-8402-0a7404972c70_jpg.rf.EiLCQXGeqbktvEPQHVW1.jpg,flagged,likely_blurry (var=12.3)
expansion\dog_conjunctivitis\train_D0_107d606c-60a5-11ec-8402-0a7404972c70_jpg.rf.20daitzM0qDsKV7sXYpR.jpg,flagged,likely_blurry (var=8.5)
expansion\dog_conjunctivitis\train_D0_10d0d5f1-60a5-11ec-8402-0a7404972c70_jpg.rf.2nTOGjTaSp3UUiN9e4bJ.jpg,flagged,likely_blurry (var=8.4)
expansion\dog_conjunctivitis\train_D0_10d6d6ec-60a5-11ec-8402-0a7404972c70_jpg.rf.rCFo2b3Oc1qcbk2cwfL8.jpg,flagged,likely_blurry (var=10.1)
expansion\dog_conjunctivitis\train_D0_10e065ff-60a5-11ec-8402-0a7404972c70_jpg.rf.CxQALfVDxW1fbd6iyGTE.jpg,flagged,likely_blurry (var=10.2)
expansion\dog_conjunctivitis\train_D0_10fd160a-60a5-11ec-8402-0a7404972c70_jpg.rf.gpsodHN4zBq5Gs93b3Fg.jpg,flagged,likely_blurry (var=12.4)
expansion\dog_conjunctivitis\train_D0_11878b18-60a5-11ec-8402-0a7404972c70_jpg.rf.z2sLjhFwo8mJXEEezfWT.jpg,flagged,likely_blurry (var=10.1)
expansion\dog_conjunctivitis\train_D0_1257ef37-60a5-11ec-8402-0a7404972c70_jpg.rf.eILWMY42kXgHYsAkPZxs.jpg,flagged,likely_blurry (var=29.7)
expansion\dog_conjunctivitis\train_D0_125d773b-60a5-11ec-8402-0a7404972c70_jpg.rf.opwXFYlTPdgVOZIhYx1p.jpg,flagged,likely_blurry (var=29.3)
expansion\dog_conjunctivitis\train_D0_1266f121-60a5-11ec-8402-0a7404972c70_jpg.rf.YGZrAnRihqblwldPIEFg.jpg,flagged,likely_blurry (var=28.9)
expansion\dog_conjunctivitis\train_D0_126a28dd-60a5-11ec-8402-0a7404972c70_jpg.rf.kSjeE3JTenvOVoBcjVlm.jpg,flagged,likely_blurry (var=25.9)
expansion\dog_conjunctivitis\train_D0_126eb672-60a5-11ec-8402-0a7404972c70_jpg.rf.kfZ4zMjrKBZ8gGcq9SMa.jpg,flagged,likely_blurry (var=24.5)
expansion\dog_conjunctivitis\train_D0_12718a47-60a5-11ec-8402-0a7404972c70_jpg.rf.nwDGaVntfuxAizNECTXh.jpg,ok,
expansion\dog_conjunctivitis\train_D0_1271ba45-60a5-11ec-8402-0a7404972c70_jpg.rf.1t0LhAjrp1ypdiXDMRCc.jpg,ok,
expansion\dog_conjunctivitis\train_D0_12727e5c-60a5-11ec-8402-0a7404972c70_jpg.rf.KlJ6DGnukZxP2hRNYOFv.jpg,ok,
expansion\dog_conjunctivitis\train_D0_127815b8-60a5-11ec-8402-0a7404972c70_jpg.rf.1Ql0Cw7i4GnwJJjkIfpu.jpg,flagged,likely_blurry (var=29.6)
expansion\dog_conjunctivitis\train_D0_127a2ef5-60a5-11ec-8402-0a7404972c70_jpg.rf.5idH7K8qvt2SZK8TYFHI.jpg,flagged,likely_blurry (var=28.6)
expansion\dog_conjunctivitis\train_D0_1290e339-60a5-11ec-8402-0a7404972c70_jpg.rf.ZDh3Mw3zu6aLzDXyHE33.jpg,flagged,likely_blurry (var=12.3)
expansion\dog_conjunctivitis\train_D0_1290ebb2-60a5-11ec-8402-0a7404972c70_jpg.rf.1qdJLaKBIYKGpbO65OOH.jpg,flagged,likely_blurry (var=11.9)
expansion\dog_conjunctivitis\train_D0_129a46d1-60a5-11ec-8402-0a7404972c70_jpg.rf.BCemQpsxDDs13lpypEdh.jpg,flagged,likely_blurry (var=18.0)
expansion\dog_conjunctivitis\train_D0_12e1706f-60a5-11ec-8402-0a7404972c70_jpg.rf.g9xnro3kFOOPUiIpW9bT.jpg,flagged,likely_blurry (var=22.3)
expansion\dog_conjunctivitis\train_D0_12e9b9d0-60a5-11ec-8402-0a7404972c70_jpg.rf.ne4nQpzmOzwl9kuvgKyw.jpg,flagged,likely_blurry (var=22.6)
expansion\dog_conjunctivitis\train_D0_135df79d-60a5-11ec-8402-0a7404972c70_jpg.rf.BWEdG9t0ukDBt0QCyc1A.jpg,flagged,likely_blurry (var=11.1)
expansion\dog_conjunctivitis\train_D0_136fa0a6-60a5-11ec-8402-0a7404972c70_jpg.rf.2oe1wWdTJG3PZMyQPeX3.jpg,flagged,likely_blurry (var=5.8)
expansion\dog_conjunctivitis\train_D0_1644c09f-60a5-11ec-8402-0a7404972c70_jpg.rf.bfBuFvTPPRRf9ZmMfaUX.jpg,flagged,likely_blurry (var=20.9)
expansion\dog_conjunctivitis\train_D0_166920e0-60a5-11ec-8402-0a7404972c70_jpg.rf.sEfKzuFpOF5Bhewgru03.jpg,flagged,likely_blurry (var=15.1)
expansion\dog_conjunctivitis\train_D0_167276d2-60a5-11ec-8402-0a7404972c70_jpg.rf.UIqztGS9aAonDU8u5KX8.jpg,flagged,likely_blurry (var=15.0)
expansion\dog_conjunctivitis\train_D0_16809e3c-60a5-11ec-8402-0a7404972c70_jpg.rf.tHFTrVT9gSDe51M2bXTC.jpg,flagged,likely_blurry (var=14.3)
expansion\dog_conjunctivitis\train_D0_169dd61e-60a5-11ec-8402-0a7404972c70_jpg.rf.RnWmu79kHsax6nWZWWJg.jpg,flagged,likely_blurry (var=25.8)
expansion\dog_conjunctivitis\train_D0_1843bcaf-60a5-11ec-8402-0a7404972c70_jpg.rf.zgoz5rtm32Mdy7M4nWo3.jpg,ok,
expansion\dog_conjunctivitis\train_D0_1843ceef-60a5-11ec-8402-0a7404972c70_jpg.rf.tEuBkojBa7PSF46fqQGn.jpg,ok,
expansion\dog_conjunctivitis\train_D0_184adff9-60a5-11ec-8402-0a7404972c70_jpg.rf.xuxtl8rWcYQhYLUQOsPy.jpg,ok,
expansion\dog_conjunctivitis\train_D0_184d4d97-60a5-11ec-8402-0a7404972c70_jpg.rf.gJwU0LcYCmmdz0PgPKeN.jpg,ok,
expansion\dog_conjunctivitis\train_D0_1850001d-60a5-11ec-8402-0a7404972c70_jpg.rf.XcQfYR4qm0LjVWVxffLS.jpg,ok,
expansion\dog_conjunctivitis\train_D0_18600a3f-60a5-11ec-8402-0a7404972c70_jpg.rf.j8mL5fd34wyKW5GkAQEq.jpg,ok,
expansion\dog_conjunctivitis\train_D0_18620a35-60a5-11ec-8402-0a7404972c70_jpg.rf.oagiRzPFSpeBWwjzvu8M.jpg,ok,
expansion\dog_conjunctivitis\train_D0_186bb9ad-60a5-11ec-8402-0a7404972c70_jpg.rf.Z1URSevvNGV7PqhDJOvL.jpg,ok,
expansion\dog_conjunctivitis\train_D0_186f2c62-60a5-11ec-8402-0a7404972c70_jpg.rf.gZ5YwUKJKL8gbHUukkR9.jpg,ok,
expansion\dog_conjunctivitis\train_D0_18719a67-60a5-11ec-8402-0a7404972c70_jpg.rf.9zsQ8y0MiIytgjO6NbWY.jpg,ok,
expansion\dog_conjunctivitis\train_D0_1871a31b-60a5-11ec-8402-0a7404972c70_jpg.rf.Zi1uwZIQGZMYmYnC3TGB.jpg,ok,
expansion\dog_conjunctivitis\train_D0_1871fdb4-60a5-11ec-8402-0a7404972c70_jpg.rf.e6pWGKDknkgNeBF5XEim.jpg,flagged,likely_blurry (var=24.7)
expansion\dog_conjunctivitis\train_D0_18795393-60a5-11ec-8402-0a7404972c70_jpg.rf.3VteXVO8EMRIoYmdr4Tx.jpg,ok,
expansion\dog_conjunctivitis\train_D0_1889b54d-60a5-11ec-8402-0a7404972c70_jpg.rf.cPfnVJELxy5hK9DlblEp.jpg,ok,
expansion\dog_conjunctivitis\train_D0_1904e60e-60a5-11ec-8402-0a7404972c70_jpg.rf.zSjtB4KZl0CReOEr3uWm.jpg,flagged,likely_blurry (var=21.5)
expansion\dog_conjunctivitis\train_D0_1909590b-60a5-11ec-8402-0a7404972c70_jpg.rf.upmWn8n6qOp1LChlN3ha.jpg,flagged,likely_blurry (var=5.5)
expansion\dog_conjunctivitis\train_D0_19dde799-60a5-11ec-8402-0a7404972c70_jpg.rf.8GCbOPcgwnwXGCYRWiYr.jpg,ok,
expansion\dog_conjunctivitis\train_D0_1cd46cae-60a5-11ec-8402-0a7404972c70_jpg.rf.IZBMIKM9zAdcSeSJP2Vt.jpg,flagged,likely_blurry (var=22.7)
expansion\dog_conjunctivitis\train_D0_1ce22ac2-60a5-11ec-8402-0a7404972c70_jpg.rf.QW4NlaOGvtGaZ5Hw4QF7.jpg,flagged,likely_blurry (var=9.8)
expansion\dog_conjunctivitis\train_D0_1ceb3db4-60a5-11ec-8402-0a7404972c70_jpg.rf.yopxGW1eI8HFC00ktujR.jpg,flagged,likely_blurry (var=9.3)
expansion\dog_conjunctivitis\train_D0_1cf6837c-60a5-11ec-8402-0a7404972c70_jpg.rf.7jkbcqTe4nqJXPBZL313.jpg,flagged,likely_blurry (var=9.1)
expansion\dog_conjunctivitis\train_D0_20cb474d-60a5-11ec-8402-0a7404972c70_jpg.rf.ziorUoEOtJp1V872YDaz.jpg,flagged,likely_blurry (var=21.8)
expansion\dog_conjunctivitis\train_D0_20eae2b1-60a5-11ec-8402-0a7404972c70_jpg.rf.ozGQbFXXCkErtuSoxRoC.jpg,flagged,likely_blurry (var=11.2)
expansion\dog_conjunctivitis\train_D0_21057b05-60a5-11ec-8402-0a7404972c70_jpg.rf.8j2lFzCm3jBwpTG19nq3.jpg,ok,
expansion\dog_conjunctivitis\train_D0_2110e02c-60a5-11ec-8402-0a7404972c70_jpg.rf.4e1rQeXK7TKxc7PrMTS1.jpg,flagged,likely_blurry (var=8.5)
expansion\dog_conjunctivitis\train_D0_211948f9-60a5-11ec-8402-0a7404972c70_jpg.rf.edC8YsjHNLmW0Fxk5QC0.jpg,flagged,likely_blurry (var=5.5)
expansion\dog_conjunctivitis\train_D0_21261ff8-60a5-11ec-8402-0a7404972c70_jpg.rf.ZTA0cGBt3zWLHmWvc0Lq.jpg,flagged,likely_blurry (var=5.3)
