path,filename,split,extension
expansion\dog_entropion\test_D3_0e5ffc0b-60a5-11ec-8402-0a7404972c70_jpg.rf.HnTLZgFW5dfaXS5ckoku.jpg,test_D3_0e5ffc0b-60a5-11ec-8402-0a7404972c70_jpg.rf.HnTLZgFW5dfaXS5ckoku.jpg,test,.jpg
expansion\dog_entropion\test_D4_0e7f4b2f-60a5-11ec-8402-0a7404972c70_jpg.rf.DlogRCxODKLkRU3b4goe.jpg,test_D4_0e7f4b2f-60a5-11ec-8402-0a7404972c70_jpg.rf.DlogRCxODKLkRU3b4goe.jpg,test,.jpg
expansion\dog_entropion\test_D5_03c851ab-60a5-11ec-8402-0a7404972c70_png.rf.BpWQXDbKICG7bOQxtDbm.png,test_D5_03c851ab-60a5-11ec-8402-0a7404972c70_png.rf.BpWQXDbKICG7bOQxtDbm.png,test,.png
expansion\dog_entropion\test_D5_29ee9656-60a5-11ec-8402-0a7404972c70_jpg.rf.hPXOtP8sYqXZCQNP18MR.jpg,test_D5_29ee9656-60a5-11ec-8402-0a7404972c70_jpg.rf.hPXOtP8sYqXZCQNP18MR.jpg,test,.jpg
expansion\dog_entropion\test_D6_03d67515-60a5-11ec-8402-0a7404972c70_png.rf.VAlGNuLJxlmOYLAaElFi.png,test_D6_03d67515-60a5-11ec-8402-0a7404972c70_png.rf.VAlGNuLJxlmOYLAaElFi.png,test,.png
expansion\dog_entropion\test_D6_0bfe9165-60a5-11ec-8402-0a7404972c70_png.rf.Juxp4eLmwKLaKTmLEoZ7.png,test_D6_0bfe9165-60a5-11ec-8402-0a7404972c70_png.rf.Juxp4eLmwKLaKTmLEoZ7.png,test,.png
expansion\dog_entropion\test_D6_29b6cebd-60a5-11ec-8402-0a7404972c70_jpg.rf.vorqjMx4Gql7JFvT9GJV.jpg,test_D6_29b6cebd-60a5-11ec-8402-0a7404972c70_jpg.rf.vorqjMx4Gql7JFvT9GJV.jpg,test,.jpg
expansion\dog_entropion\test_D6_29f09c5f-60a5-11ec-8402-0a7404972c70_jpg.rf.VgstbvanVEhsxBhdaknw.jpg,test_D6_29f09c5f-60a5-11ec-8402-0a7404972c70_jpg.rf.VgstbvanVEhsxBhdaknw.jpg,test,.jpg
expansion\dog_entropion\test_D8_245f4b40-60a5-11ec-8402-0a7404972c70_jpg.rf.GPcEGJdSADqpCfuKvpmU.jpg,test_D8_245f4b40-60a5-11ec-8402-0a7404972c70_jpg.rf.GPcEGJdSADqpCfuKvpmU.jpg,test,.jpg
expansion\dog_entropion\test_D8_29f6181d-60a5-11ec-8402-0a7404972c70_jpg.rf.fEcu5bYjjxnjSfV8g9Ln.jpg,test_D8_29f6181d-60a5-11ec-8402-0a7404972c70_jpg.rf.fEcu5bYjjxnjSfV8g9Ln.jpg,test,.jpg
expansion\dog_entropion\test_D9_245d8388-60a5-11ec-8402-0a7404972c70_jpg.rf.rrr67kgkKwYzzw10xeyl.jpg,test_D9_245d8388-60a5-11ec-8402-0a7404972c70_jpg.rf.rrr67kgkKwYzzw10xeyl.jpg,test,.jpg
expansion\dog_entropion\test_D9_29f057a8-60a5-11ec-8402-0a7404972c70_jpg.rf.ed1NFf8ulmjBIpdTOqVm.jpg,test_D9_29f057a8-60a5-11ec-8402-0a7404972c70_jpg.rf.ed1NFf8ulmjBIpdTOqVm.jpg,test,.jpg
expansion\dog_entropion\test_D9_29f5c6f3-60a5-11ec-8402-0a7404972c70_jpg.rf.6oGWsyzUYJwqC5kkvmYN.jpg,test_D9_29f5c6f3-60a5-11ec-8402-0a7404972c70_jpg.rf.6oGWsyzUYJwqC5kkvmYN.jpg,test,.jpg
expansion\dog_entropion\train_D0_0e433ff7-60a5-11ec-8402-0a7404972c70_jpg.rf.Sp3WtaWjEykyXWRnnlJn.jpg,train_D0_0e433ff7-60a5-11ec-8402-0a7404972c70_jpg.rf.Sp3WtaWjEykyXWRnnlJn.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e459089-60a5-11ec-8402-0a7404972c70_jpg.rf.1n6Tb0gn53BWvohwnFs4.jpg,train_D0_0e459089-60a5-11ec-8402-0a7404972c70_jpg.rf.1n6Tb0gn53BWvohwnFs4.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e45eff0-60a5-11ec-8402-0a7404972c70_jpg.rf.D1rERJMSgbDzrhAL4QVA.jpg,train_D0_0e45eff0-60a5-11ec-8402-0a7404972c70_jpg.rf.D1rERJMSgbDzrhAL4QVA.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e4babfc-60a5-11ec-8402-0a7404972c70_jpg.rf.bvIlA7uFa2hwblluFC0t.jpg,train_D0_0e4babfc-60a5-11ec-8402-0a7404972c70_jpg.rf.bvIlA7uFa2hwblluFC0t.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e4cbe60-60a5-11ec-8402-0a7404972c70_jpg.rf.kemLTprFaiyUckmaCb8a.jpg,train_D0_0e4cbe60-60a5-11ec-8402-0a7404972c70_jpg.rf.kemLTprFaiyUckmaCb8a.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e4f7134-60a5-11ec-8402-0a7404972c70_jpg.rf.7YrStNNYXqROt2U0DM5j.jpg,train_D0_0e4f7134-60a5-11ec-8402-0a7404972c70_jpg.rf.7YrStNNYXqROt2U0DM5j.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e53b3df-60a5-11ec-8402-0a7404972c70_jpg.rf.Klobe65vzgZz4c07Cha1.jpg,train_D0_0e53b3df-60a5-11ec-8402-0a7404972c70_jpg.rf.Klobe65vzgZz4c07Cha1.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e58416f-60a5-11ec-8402-0a7404972c70_jpg.rf.ip5gpIV6NhcddN6LrWMD.jpg,train_D0_0e58416f-60a5-11ec-8402-0a7404972c70_jpg.rf.ip5gpIV6NhcddN6LrWMD.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e618478-60a5-11ec-8402-0a7404972c70_jpg.rf.7rhe9VS60aZWZQAMNb15.jpg,train_D0_0e618478-60a5-11ec-8402-0a7404972c70_jpg.rf.7rhe9VS60aZWZQAMNb15.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e641655-60a5-11ec-8402-0a7404972c70_jpg.rf.Em6VJxN0NSo4fUugfpef.jpg,train_D0_0e641655-60a5-11ec-8402-0a7404972c70_jpg.rf.Em6VJxN0NSo4fUugfpef.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e655cad-60a5-11ec-8402-0a7404972c70_jpg.rf.06SAwsb1roiDwmzhiyAM.jpg,train_D0_0e655cad-60a5-11ec-8402-0a7404972c70_jpg.rf.06SAwsb1roiDwmzhiyAM.jpg,train,.jpg
expansion\dog_entropion\train_D0_0e734bc6-60a5-11ec-8402-0a7404972c70_jpg.rf.PeuORsjcgMcFBLhiWFD6.jpg,train_D0_0e734bc6-60a5-11ec-8402-0a7404972c70_jpg.rf.PeuORsjcgMcFBLhiWFD6.jpg,train,.jpg
expansion\dog_entropion\train_D0_2f1e975c-60a5-11ec-8402-0a7404972c70_jpg.rf.THLZ4BZNXmTKuDQJEaf7.jpg,train_D0_2f1e975c-60a5-11ec-8402-0a7404972c70_jpg.rf.THLZ4BZNXmTKuDQJEaf7.jpg,train,.jpg
expansion\dog_entropion\train_D0_30bc265d-60a5-11ec-8402-0a7404972c70_jpg.rf.mlTMzpVXbOrzcoWxpD1G.jpg,train_D0_30bc265d-60a5-11ec-8402-0a7404972c70_jpg.rf.mlTMzpVXbOrzcoWxpD1G.jpg,train,.jpg
expansion\dog_entropion\train_D0_36a68ffe-60a5-11ec-8402-0a7404972c70_jpg.rf.xBHNP6QG9fnMrKrnbwM0.jpg,train_D0_36a68ffe-60a5-11ec-8402-0a7404972c70_jpg.rf.xBHNP6QG9fnMrKrnbwM0.jpg,train,.jpg
expansion\dog_entropion\train_D10_0363c30f-60a5-11ec-8402-0a7404972c70_jpg.rf.AQGONAq6AsJ1rRaO0qjh.jpg,train_D10_0363c30f-60a5-11ec-8402-0a7404972c70_jpg.rf.AQGONAq6AsJ1rRaO0qjh.jpg,train,.jpg
expansion\dog_entropion\train_D10_036cbfb8-60a5-11ec-8402-0a7404972c70_jpg.rf.Eyr6T2D19TpvONVSktMb.jpg,train_D10_036cbfb8-60a5-11ec-8402-0a7404972c70_jpg.rf.Eyr6T2D19TpvONVSktMb.jpg,train,.jpg
expansion\dog_entropion\train_D10_03d37696-60a5-11ec-8402-0a7404972c70_png.rf.sivtivW39dKafrgHLgHY.png,train_D10_03d37696-60a5-11ec-8402-0a7404972c70_png.rf.sivtivW39dKafrgHLgHY.png,train,.png
expansion\dog_entropion\train_D10_0c2967f8-60a5-11ec-8402-0a7404972c70_png.rf.xyueF0szDzs2Zt44fGQO.png,train_D10_0c2967f8-60a5-11ec-8402-0a7404972c70_png.rf.xyueF0szDzs2Zt44fGQO.png,train,.png
expansion\dog_entropion\train_D10_0c5f60e5-60a5-11ec-8402-0a7404972c70_png.rf.kNJ3UqmpZGPub8gydjvd.png,train_D10_0c5f60e5-60a5-11ec-8402-0a7404972c70_png.rf.kNJ3UqmpZGPub8gydjvd.png,train,.png
expansion\dog_entropion\train_D10_0c6c1bbc-60a5-11ec-8402-0a7404972c70_png.rf.0VIYwoqk2RQZ40jvthEY.png,train_D10_0c6c1bbc-60a5-11ec-8402-0a7404972c70_png.rf.0VIYwoqk2RQZ40jvthEY.png,train,.png
expansion\dog_entropion\train_D10_0c6ddb00-60a5-11ec-8402-0a7404972c70_png.rf.s2tSK87NBE5kd1Gd2FqU.png,train_D10_0c6ddb00-60a5-11ec-8402-0a7404972c70_png.rf.s2tSK87NBE5kd1Gd2FqU.png,train,.png
expansion\dog_entropion\train_D10_0e429b95-60a5-11ec-8402-0a7404972c70_jpg.rf.2zme80iEHMRKS5B7nOPf.jpg,train_D10_0e429b95-60a5-11ec-8402-0a7404972c70_jpg.rf.2zme80iEHMRKS5B7nOPf.jpg,train,.jpg
expansion\dog_entropion\train_D10_0e44755a-60a5-11ec-8402-0a7404972c70_jpg.rf.uruYYPJPpdhnvoGYTdTl.jpg,train_D10_0e44755a-60a5-11ec-8402-0a7404972c70_jpg.rf.uruYYPJPpdhnvoGYTdTl.jpg,train,.jpg
expansion\dog_entropion\train_D10_0e57297e-60a5-11ec-8402-0a7404972c70_jpg.rf.Eg1bGveR0boVMgTYfW7t.jpg,train_D10_0e57297e-60a5-11ec-8402-0a7404972c70_jpg.rf.Eg1bGveR0boVMgTYfW7t.jpg,train,.jpg
expansion\dog_entropion\train_D10_0e5f5f48-60a5-11ec-8402-0a7404972c70_jpg.rf.ZyYwguKdgTgRe4PO5DgM.jpg,train_D10_0e5f5f48-60a5-11ec-8402-0a7404972c70_jpg.rf.ZyYwguKdgTgRe4PO5DgM.jpg,train,.jpg
expansion\dog_entropion\train_D10_0e750f45-60a5-11ec-8402-0a7404972c70_jpg.rf.Wm948Tx1vFbOg6bYBdZw.jpg,train_D10_0e750f45-60a5-11ec-8402-0a7404972c70_jpg.rf.Wm948Tx1vFbOg6bYBdZw.jpg,train,.jpg
expansion\dog_entropion\train_D10_245b3bf7-60a5-11ec-8402-0a7404972c70_jpg.rf.0Ljpp6oirMFcb5jFH1FF.jpg,train_D10_245b3bf7-60a5-11ec-8402-0a7404972c70_jpg.rf.0Ljpp6oirMFcb5jFH1FF.jpg,train,.jpg
expansion\dog_entropion\train_D10_299c0465-60a5-11ec-8402-0a7404972c70_jpg.rf.JNh17yWuhzwqH2KyvMsV.jpg,train_D10_299c0465-60a5-11ec-8402-0a7404972c70_jpg.rf.JNh17yWuhzwqH2KyvMsV.jpg,train,.jpg
expansion\dog_entropion\train_D10_29b9dad9-60a5-11ec-8402-0a7404972c70_jpg.rf.90XRF1AxyLojgCAo9qEv.jpg,train_D10_29b9dad9-60a5-11ec-8402-0a7404972c70_jpg.rf.90XRF1AxyLojgCAo9qEv.jpg,train,.jpg
expansion\dog_entropion\train_D10_2e2d157c-60a5-11ec-8402-0a7404972c70_jpg.rf.YF4YEV5B6hscH1LucExs.jpg,train_D10_2e2d157c-60a5-11ec-8402-0a7404972c70_jpg.rf.YF4YEV5B6hscH1LucExs.jpg,train,.jpg
expansion\dog_entropion\train_D10_32857c65-60a5-11ec-8402-0a7404972c70_jpg.rf.VdH8wHdyAdxlqTOHov64.jpg,train_D10_32857c65-60a5-11ec-8402-0a7404972c70_jpg.rf.VdH8wHdyAdxlqTOHov64.jpg,train,.jpg
expansion\dog_entropion\train_D10_333d23bc-60a5-11ec-8402-0a7404972c70_jpg.rf.Fd1p42nwwHvqwyxsX0XG.jpg,train_D10_333d23bc-60a5-11ec-8402-0a7404972c70_jpg.rf.Fd1p42nwwHvqwyxsX0XG.jpg,train,.jpg
expansion\dog_entropion\train_D10_3342815b-60a5-11ec-8402-0a7404972c70_jpg.rf.20UijeOA4bbnY2J73LDM.jpg,train_D10_3342815b-60a5-11ec-8402-0a7404972c70_jpg.rf.20UijeOA4bbnY2J73LDM.jpg,train,.jpg
expansion\dog_entropion\train_D10_3359fc3c-60a5-11ec-8402-0a7404972c70_jpg.rf.93SmZYyaBipPIZzc7iNx.jpg,train_D10_3359fc3c-60a5-11ec-8402-0a7404972c70_jpg.rf.93SmZYyaBipPIZzc7iNx.jpg,train,.jpg
expansion\dog_entropion\train_D11_0369cb07-60a5-11ec-8402-0a7404972c70_jpg.rf.cP1GZLIcDnuUmuvL3AlG.jpg,train_D11_0369cb07-60a5-11ec-8402-0a7404972c70_jpg.rf.cP1GZLIcDnuUmuvL3AlG.jpg,train,.jpg
expansion\dog_entropion\train_D11_0e46f696-60a5-11ec-8402-0a7404972c70_jpg.rf.pneqSRPcOtEUc3EhQimc.jpg,train_D11_0e46f696-60a5-11ec-8402-0a7404972c70_jpg.rf.pneqSRPcOtEUc3EhQimc.jpg,train,.jpg
expansion\dog_entropion\train_D11_0e4e16be-60a5-11ec-8402-0a7404972c70_jpg.rf.PuN94Z8bZsn1ujouymJi.jpg,train_D11_0e4e16be-60a5-11ec-8402-0a7404972c70_jpg.rf.PuN94Z8bZsn1ujouymJi.jpg,train,.jpg
expansion\dog_entropion\train_D11_0e587158-60a5-11ec-8402-0a7404972c70_jpg.rf.kXsZ4pee0VFlC19yj9U3.jpg,train_D11_0e587158-60a5-11ec-8402-0a7404972c70_jpg.rf.kXsZ4pee0VFlC19yj9U3.jpg,train,.jpg
expansion\dog_entropion\train_D11_0e6576ed-60a5-11ec-8402-0a7404972c70_jpg.rf.jhSsDEhfrbHdiTfU0agp.jpg,train_D11_0e6576ed-60a5-11ec-8402-0a7404972c70_jpg.rf.jhSsDEhfrbHdiTfU0agp.jpg,train,.jpg
expansion\dog_entropion\train_D11_0e69cc30-60a5-11ec-8402-0a7404972c70_jpg.rf.TG1ZXaLVOdbYqxh4XJIT.jpg,train_D11_0e69cc30-60a5-11ec-8402-0a7404972c70_jpg.rf.TG1ZXaLVOdbYqxh4XJIT.jpg,train,.jpg
expansion\dog_entropion\train_D11_0e70d569-60a5-11ec-8402-0a7404972c70_jpg.rf.1mDvn5OsShEMWDp7oXDd.jpg,train_D11_0e70d569-60a5-11ec-8402-0a7404972c70_jpg.rf.1mDvn5OsShEMWDp7oXDd.jpg,train,.jpg
expansion\dog_entropion\train_D11_333d62b0-60a5-11ec-8402-0a7404972c70_jpg.rf.tRANrrWIPVqwU8Vhpz5F.jpg,train_D11_333d62b0-60a5-11ec-8402-0a7404972c70_jpg.rf.tRANrrWIPVqwU8Vhpz5F.jpg,train,.jpg
expansion\dog_entropion\train_D11_333de0c4-60a5-11ec-8402-0a7404972c70_jpg.rf.aD0VXZNvJKgItfHWCJFg.jpg,train_D11_333de0c4-60a5-11ec-8402-0a7404972c70_jpg.rf.aD0VXZNvJKgItfHWCJFg.jpg,train,.jpg
expansion\dog_entropion\train_D12_03639391-60a5-11ec-8402-0a7404972c70_jpg.rf.hFrmegvPkfs08GitmYEJ.jpg,train_D12_03639391-60a5-11ec-8402-0a7404972c70_jpg.rf.hFrmegvPkfs08GitmYEJ.jpg,train,.jpg
expansion\dog_entropion\train_D12_0368ccbc-60a5-11ec-8402-0a7404972c70_jpg.rf.xxbwkVI7G5Kcw5nQzTAG.jpg,train_D12_0368ccbc-60a5-11ec-8402-0a7404972c70_jpg.rf.xxbwkVI7G5Kcw5nQzTAG.jpg,train,.jpg
expansion\dog_entropion\train_D12_0e45b5c1-60a5-11ec-8402-0a7404972c70_jpg.rf.dQlXQM8QxEXPeryEqb58.jpg,train_D12_0e45b5c1-60a5-11ec-8402-0a7404972c70_jpg.rf.dQlXQM8QxEXPeryEqb58.jpg,train,.jpg
expansion\dog_entropion\train_D12_0e4a7cb2-60a5-11ec-8402-0a7404972c70_jpg.rf.VSogaPsqlCbhqLhVUdK2.jpg,train_D12_0e4a7cb2-60a5-11ec-8402-0a7404972c70_jpg.rf.VSogaPsqlCbhqLhVUdK2.jpg,train,.jpg
expansion\dog_entropion\train_D12_0e4ec13e-60a5-11ec-8402-0a7404972c70_jpg.rf.0VpFa1T56Mt4c5xbm3YM.jpg,train_D12_0e4ec13e-60a5-11ec-8402-0a7404972c70_jpg.rf.0VpFa1T56Mt4c5xbm3YM.jpg,train,.jpg
expansion\dog_entropion\train_D12_0e5656c9-60a5-11ec-8402-0a7404972c70_jpg.rf.XvR9ydT7fXNn9H7fk2XK.jpg,train_D12_0e5656c9-60a5-11ec-8402-0a7404972c70_jpg.rf.XvR9ydT7fXNn9H7fk2XK.jpg,train,.jpg
