path,status,reason
expansion\dog_entropion\train_D13_0e79604e-60a5-11ec-8402-0a7404972c70_jpg.rf.abe3DsG7ON2XycwBHvAY.jpg,ok,
expansion\dog_entropion\train_D13_333dc996-60a5-11ec-8402-0a7404972c70_jpg.rf.IooOgHkXmxW1mjIjtS4X.jpg,ok,
expansion\dog_entropion\train_D13_333e0870-60a5-11ec-8402-0a7404972c70_jpg.rf.pjumalu80XBUZewy6uAL.jpg,ok,
expansion\dog_entropion\train_D13_36a6db30-60a5-11ec-8402-0a7404972c70_jpg.rf.K3KdfBLNotDCXSEaTgu1.jpg,ok,
expansion\dog_entropion\train_D14_0369c404-60a5-11ec-8402-0a7404972c70_jpg.rf.SsPuz02ZWwFAP6JEhBPB.jpg,ok,
expansion\dog_entropion\train_D14_0e449e53-60a5-11ec-8402-0a7404972c70_jpg.rf.FnJdGMTktHRb5saZ1VGz.jpg,ok,
expansion\dog_entropion\train_D14_0e474b19-60a5-11ec-8402-0a7404972c70_jpg.rf.AzoGGmV9nXZ6wxMutkYw.jpg,ok,
expansion\dog_entropion\train_D14_0e4a65d5-60a5-11ec-8402-0a7404972c70_jpg.rf.s81QzRBqf8TU8ElSE31e.jpg,ok,
expansion\dog_entropion\train_D14_0e4bc041-60a5-11ec-8402-0a7404972c70_jpg.rf.cDDC5KbRGnKAWSLiZRZD.jpg,ok,
expansion\dog_entropion\train_D14_0e4ccd30-60a5-11ec-8402-0a7404972c70_jpg.rf.pdZqETkOWlOazsmXssEM.jpg,ok,
expansion\dog_entropion\train_D14_0e4f9e98-60a5-11ec-8402-0a7404972c70_jpg.rf.Ytv00N2PQELZoENbulDp.jpg,ok,
expansion\dog_entropion\train_D14_0e57689a-60a5-11ec-8402-0a7404972c70_jpg.rf.85QzXbfJeSDvajbiGp5y.jpg,ok,
expansion\dog_entropion\train_D14_0e58c44c-60a5-11ec-8402-0a7404972c70_jpg.rf.vz0FkHZduOm7anSUqvVJ.jpg,ok,
expansion\dog_entropion\train_D14_0e61148b-60a5-11ec-8402-0a7404972c70_jpg.rf.v0Rw8eBwdAlicBXoKoDW.jpg,ok,
expansion\dog_entropion\train_D14_0e624a14-60a5-11ec-8402-0a7404972c70_jpg.rf.tL6uPckT4pOkIH5pQmMs.jpg,ok,
expansion\dog_entropion\train_D14_36a60763-60a5-11ec-8402-0a7404972c70_jpg.rf.VE8wJIJJ4qxtdujPHIx8.jpg,ok,
expansion\dog_entropion\train_D15_0368afcd-60a5-11ec-8402-0a7404972c70_jpg.rf.DPZ5K7uTdx3jG0Vbm65J.jpg,ok,
expansion\dog_entropion\train_D15_0368e9b5-60a5-11ec-8402-0a7404972c70_jpg.rf.Xw3rt4rJinEtCiQTFhxQ.jpg,ok,
expansion\dog_entropion\train_D15_0e43ea0b-60a5-11ec-8402-0a7404972c70_jpg.rf.BFIMHy1WgTMVYfoyZRPj.jpg,ok,
expansion\dog_entropion\train_D15_0e51a999-60a5-11ec-8402-0a7404972c70_jpg.rf.3AeLsUehrWTobuPCsZcN.jpg,ok,
expansion\dog_entropion\train_D15_0e539a40-60a5-11ec-8402-0a7404972c70_jpg.rf.ATkF8w1Elpz8hOKrmrAo.jpg,ok,
expansion\dog_entropion\train_D15_0e57a17c-60a5-11ec-8402-0a7404972c70_jpg.rf.Sf3GQY1WZislzUqIpAJA.jpg,ok,
expansion\dog_entropion\train_D15_0e5dfdde-60a5-11ec-8402-0a7404972c70_jpg.rf.2nBJIm8hsy3bTHLl48NZ.jpg,ok,
expansion\dog_entropion\train_D15_0e5fba1d-60a5-11ec-8402-0a7404972c70_jpg.rf.bk6D2PLrFR9y6GAySB8j.jpg,ok,
expansion\dog_entropion\train_D15_0e606de0-60a5-11ec-8402-0a7404972c70_jpg.rf.U4XchCzRHjPKtN8mHK27.jpg,ok,
expansion\dog_entropion\train_D15_0e61283e-60a5-11ec-8402-0a7404972c70_jpg.rf.uuu0M2PvCbsFoMH9C6Ex.jpg,ok,
expansion\dog_entropion\train_D15_0e69c756-60a5-11ec-8402-0a7404972c70_jpg.rf.849gYeR7Z0iAK74GZWmh.jpg,flagged,likely_blurry (var=29.6)
expansion\dog_entropion\train_D15_2ed3a067-60a5-11ec-8402-0a7404972c70_jpg.rf.sigO8NiTww56JQQKHpqy.jpg,flagged,likely_blurry (var=18.0)
expansion\dog_entropion\train_D15_31c8cb3f-60a5-11ec-8402-0a7404972c70_jpg.rf.hTlCcsy1cCsbjeW3Ep9g.jpg,ok,
expansion\dog_entropion\train_D15_334255db-60a5-11ec-8402-0a7404972c70_jpg.rf.Sk3A0sEQ1e9flpkulA7K.jpg,ok,
expansion\dog_entropion\train_D15_3d93e65f-60a5-11ec-8402-0a7404972c70_jpg.rf.c0WFwcFNLob9G5qt1taC.jpg,ok,
expansion\dog_entropion\train_D16_0369f354-60a5-11ec-8402-0a7404972c70_jpg.rf.q7wOLyxxFcJ7zLZYFvKa.jpg,ok,
expansion\dog_entropion\train_D16_0e46034a-60a5-11ec-8402-0a7404972c70_jpg.rf.E5B60o23KLDSo9pnxCbj.jpg,ok,
expansion\dog_entropion\train_D16_0e4e3534-60a5-11ec-8402-0a7404972c70_jpg.rf.HFtFjENKYn5MZmI0b9Wv.jpg,ok,
expansion\dog_entropion\train_D16_0e4f3764-60a5-11ec-8402-0a7404972c70_jpg.rf.sUBdotd6imKjL040aUxJ.jpg,ok,
expansion\dog_entropion\train_D16_0e59b01b-60a5-11ec-8402-0a7404972c70_jpg.rf.QCAId5D5Z4w2LpNKBWVq.jpg,ok,
expansion\dog_entropion\train_D16_0e5a8a0a-60a5-11ec-8402-0a7404972c70_jpg.rf.FDKRsixOjywUwQvJWVR7.jpg,ok,
expansion\dog_entropion\train_D16_0e5d80f0-60a5-11ec-8402-0a7404972c70_jpg.rf.Yc2z8aiENCLCArCGKuPn.jpg,ok,
expansion\dog_entropion\train_D16_0e5e44cc-60a5-11ec-8402-0a7404972c70_jpg.rf.hYOooYLoHfUZ669wTUTp.jpg,ok,
expansion\dog_entropion\train_D16_0e5fc402-60a5-11ec-8402-0a7404972c70_jpg.rf.ytl5NJCGJQ8xMLVX37O9.jpg,ok,
expansion\dog_entropion\train_D16_0e6035cf-60a5-11ec-8402-0a7404972c70_jpg.rf.vbJbh4B0ZqLoWQWEDB8F.jpg,ok,
expansion\dog_entropion\train_D16_0e6174ab-60a5-11ec-8402-0a7404972c70_jpg.rf.HpEuPc2x7efEMLwQmr0H.jpg,ok,
expansion\dog_entropion\train_D16_31c8f9be-60a5-11ec-8402-0a7404972c70_jpg.rf.SvwoCA5oFfyp4BPrHNyG.jpg,ok,
expansion\dog_entropion\train_D16_333defab-60a5-11ec-8402-0a7404972c70_jpg.rf.D9LyJWsdZqLQtKk4up1u.jpg,ok,
expansion\dog_entropion\train_D16_36a67ffa-60a5-11ec-8402-0a7404972c70_jpg.rf.gLTHQ0xxRWWP12HrTkHl.jpg,ok,
expansion\dog_entropion\train_D16_36ad802f-60a5-11ec-8402-0a7404972c70_jpg.rf.X31dMOslRxnOCtmZrCpg.jpg,ok,
expansion\dog_entropion\train_D17_0363bc6b-60a5-11ec-8402-0a7404972c70_jpg.rf.tru2W7J91BdD58o63hBl.jpg,ok,
expansion\dog_entropion\train_D17_0368f39a-60a5-11ec-8402-0a7404972c70_jpg.rf.BIt7bHLDqGqKcvGvFK6i.jpg,ok,
expansion\dog_entropion\train_D17_036cd717-60a5-11ec-8402-0a7404972c70_jpg.rf.ySLlVywqAPXKMN5XVRDs.jpg,flagged,likely_blurry (var=24.8)
expansion\dog_entropion\train_D17_0e42e2c7-60a5-11ec-8402-0a7404972c70_jpg.rf.fdWGaWpgai5C89mG21Wd.jpg,ok,
expansion\dog_entropion\train_D17_0e4356b1-60a5-11ec-8402-0a7404972c70_jpg.rf.EL69OCrF5PBQvXzVYtED.jpg,ok,
expansion\dog_entropion\train_D17_0e44602c-60a5-11ec-8402-0a7404972c70_jpg.rf.nvKj0yBe82btAJJ4ZwrI.jpg,ok,
expansion\dog_entropion\train_D17_0e458b97-60a5-11ec-8402-0a7404972c70_jpg.rf.VPoy2l6GtNdAlynuv5yk.jpg,ok,
expansion\dog_entropion\train_D17_0e4f7622-60a5-11ec-8402-0a7404972c70_jpg.rf.VIKUBp71unt4gLlobR9r.jpg,ok,
expansion\dog_entropion\train_D17_0e4f7b17-60a5-11ec-8402-0a7404972c70_jpg.rf.OOpG5i7OjxyKipHSolt0.jpg,ok,
expansion\dog_entropion\train_D17_0e59f1b8-60a5-11ec-8402-0a7404972c70_jpg.rf.Ja96X9eU0gxY11PUwT3Y.jpg,ok,
expansion\dog_entropion\train_D17_0e5e3114-60a5-11ec-8402-0a7404972c70_jpg.rf.o2VZ6mkuoocUDnLYxVmN.jpg,ok,
expansion\dog_entropion\train_D17_0e5eb2d5-60a5-11ec-8402-0a7404972c70_jpg.rf.0PkZnG0IoB2QSAlg2Vdf.jpg,ok,
expansion\dog_entropion\train_D17_0e5fb53c-60a5-11ec-8402-0a7404972c70_jpg.rf.rR8rFtAcMEscrhU401TY.jpg,ok,
expansion\dog_entropion\train_D17_0e613384-60a5-11ec-8402-0a7404972c70_jpg.rf.EcMreEewDyFTKqhikpBB.jpg,flagged,likely_blurry (var=27.4)
expansion\dog_entropion\train_D17_0e617a4d-60a5-11ec-8402-0a7404972c70_jpg.rf.j7DEcZTAYXcZOEwMSwtZ.jpg,ok,
expansion\dog_entropion\train_D17_0e61a4df-60a5-11ec-8402-0a7404972c70_jpg.rf.8b5giiMssiTpczZn9RTF.jpg,ok,
