path,split,filename
expansion\dog_conjunctivitis\test_D0_1ce19296-60a5-11ec-8402-0a7404972c70_jpg.rf.ALUNFv7KCGJDzrvq5Sba.jpg,test,test_D0_1ce19296-60a5-11ec-8402-0a7404972c70_jpg.rf.ALUNFv7KCGJDzrvq5Sba.jpg
expansion\dog_conjunctivitis\test_D0_211390b3-60a5-11ec-8402-0a7404972c70_jpg.rf.dosi5SpbbkuDimq2xRE6.jpg,test,test_D0_211390b3-60a5-11ec-8402-0a7404972c70_jpg.rf.dosi5SpbbkuDimq2xRE6.jpg
expansion\dog_conjunctivitis\test_D0_211d82a7-60a5-11ec-8402-0a7404972c70_jpg.rf.7ozI6YDyjPyoPdxPkzt9.jpg,test,test_D0_211d82a7-60a5-11ec-8402-0a7404972c70_jpg.rf.7ozI6YDyjPyoPdxPkzt9.jpg
expansion\dog_conjunctivitis\test_D0_213a8966-60a5-11ec-8402-0a7404972c70_jpg.rf.P7WappP0VFWc1HdzbGTc.jpg,test,test_D0_213a8966-60a5-11ec-8402-0a7404972c70_jpg.rf.P7WappP0VFWc1HdzbGTc.jpg
expansion\dog_conjunctivitis\test_D0_3089b03e-60a5-11ec-8402-0a7404972c70_jpg.rf.CeolFlh5HrHkJbooZdjI.jpg,test,test_D0_3089b03e-60a5-11ec-8402-0a7404972c70_jpg.rf.CeolFlh5HrHkJbooZdjI.jpg
expansion\dog_conjunctivitis\test_D0_30d5eac8-60a5-11ec-8402-0a7404972c70_jpg.rf.ZsJiNtp92IDn3VbCHVhX.jpg,test,test_D0_30d5eac8-60a5-11ec-8402-0a7404972c70_jpg.rf.ZsJiNtp92IDn3VbCHVhX.jpg
expansion\dog_conjunctivitis\test_D0_315024ef-60a5-11ec-8402-0a7404972c70_jpg.rf.8SmOM8mRcOls171xE6Dj.jpg,test,test_D0_315024ef-60a5-11ec-8402-0a7404972c70_jpg.rf.8SmOM8mRcOls171xE6Dj.jpg
expansion\dog_conjunctivitis\test_D18_101159db-60a5-11ec-8402-0a7404972c70_jpg.rf.EbcDXCwuvpIWTrrns51h.jpg,test,test_D18_101159db-60a5-11ec-8402-0a7404972c70_jpg.rf.EbcDXCwuvpIWTrrns51h.jpg
expansion\dog_conjunctivitis\test_D18_16584c55-60a5-11ec-8402-0a7404972c70_jpg.rf.8OFW7eaOKY7XSlNcMuTO.jpg,test,test_D18_16584c55-60a5-11ec-8402-0a7404972c70_jpg.rf.8OFW7eaOKY7XSlNcMuTO.jpg
expansion\dog_conjunctivitis\test_D18_3088faec-60a5-11ec-8402-0a7404972c70_jpg.rf.wHNHDC3HdSOvJF2nxXMg.jpg,test,test_D18_3088faec-60a5-11ec-8402-0a7404972c70_jpg.rf.wHNHDC3HdSOvJF2nxXMg.jpg
expansion\dog_conjunctivitis\test_D18_3141dae8-60a5-11ec-8402-0a7404972c70_jpg.rf.jL05RrYkrwbVHN1mj540.jpg,test,test_D18_3141dae8-60a5-11ec-8402-0a7404972c70_jpg.rf.jL05RrYkrwbVHN1mj540.jpg
expansion\dog_conjunctivitis\test_D19_0d4c9746-60a5-11ec-8402-0a7404972c70_jpg.rf.aE2nKiPq0rUnQZbDaInR.jpg,test,test_D19_0d4c9746-60a5-11ec-8402-0a7404972c70_jpg.rf.aE2nKiPq0rUnQZbDaInR.jpg
expansion\dog_conjunctivitis\test_D19_0d4f5110-60a5-11ec-8402-0a7404972c70_jpg.rf.eDWBHY4xACdmjrYzBH3J.jpg,test,test_D19_0d4f5110-60a5-11ec-8402-0a7404972c70_jpg.rf.eDWBHY4xACdmjrYzBH3J.jpg
expansion\dog_conjunctivitis\test_D19_0dd0b7ff-60a5-11ec-8402-0a7404972c70_jpg.rf.JmH1XN93AUr9vDUffGHa.jpg,test,test_D19_0dd0b7ff-60a5-11ec-8402-0a7404972c70_jpg.rf.JmH1XN93AUr9vDUffGHa.jpg
expansion\dog_conjunctivitis\test_D19_0dd66bf4-60a5-11ec-8402-0a7404972c70_jpg.rf.Hr5RHGHUA8KcqHx6WuFk.jpg,test,test_D19_0dd66bf4-60a5-11ec-8402-0a7404972c70_jpg.rf.Hr5RHGHUA8KcqHx6WuFk.jpg
expansion\dog_conjunctivitis\test_D19_0ffc2958-60a5-11ec-8402-0a7404972c70_jpg.rf.H9yO8UeYJ64kvT1PZg6X.jpg,test,test_D19_0ffc2958-60a5-11ec-8402-0a7404972c70_jpg.rf.H9yO8UeYJ64kvT1PZg6X.jpg
expansion\dog_conjunctivitis\test_D19_0ffea425-60a5-11ec-8402-0a7404972c70_jpg.rf.YXXJvZXwUpJw6BfH0qKW.jpg,test,test_D19_0ffea425-60a5-11ec-8402-0a7404972c70_jpg.rf.YXXJvZXwUpJw6BfH0qKW.jpg
expansion\dog_conjunctivitis\test_D1_0d4eee96-60a5-11ec-8402-0a7404972c70_jpg.rf.OuHtPynDZ7HWMRNzUGQa.jpg,test,test_D1_0d4eee96-60a5-11ec-8402-0a7404972c70_jpg.rf.OuHtPynDZ7HWMRNzUGQa.jpg
expansion\dog_conjunctivitis\test_D1_0e606a50-60a5-11ec-8402-0a7404972c70_jpg.rf.rjnozotuoZDpb9ikW63e.jpg,test,test_D1_0e606a50-60a5-11ec-8402-0a7404972c70_jpg.rf.rjnozotuoZDpb9ikW63e.jpg
expansion\dog_conjunctivitis\test_D1_0e6d6d34-60a5-11ec-8402-0a7404972c70_jpg.rf.FxsT2dQ2bzynYZsevCAX.jpg,test,test_D1_0e6d6d34-60a5-11ec-8402-0a7404972c70_jpg.rf.FxsT2dQ2bzynYZsevCAX.jpg
expansion\dog_conjunctivitis\test_D1_1012d2ce-60a5-11ec-8402-0a7404972c70_jpg.rf.SPttykOmqeJqmtmyxk7c.jpg,test,test_D1_1012d2ce-60a5-11ec-8402-0a7404972c70_jpg.rf.SPttykOmqeJqmtmyxk7c.jpg
expansion\dog_conjunctivitis\test_D1_1020dd27-60a5-11ec-8402-0a7404972c70_jpg.rf.zJIPTrGq6q1Csc78TdmN.jpg,test,test_D1_1020dd27-60a5-11ec-8402-0a7404972c70_jpg.rf.zJIPTrGq6q1Csc78TdmN.jpg
expansion\dog_conjunctivitis\test_D1_10fecfbc-60a5-11ec-8402-0a7404972c70_jpg.rf.2NYc4pLY1GQXoFPApQYx.jpg,test,test_D1_10fecfbc-60a5-11ec-8402-0a7404972c70_jpg.rf.2NYc4pLY1GQXoFPApQYx.jpg
expansion\dog_conjunctivitis\test_D1_128f63b0-60a5-11ec-8402-0a7404972c70_jpg.rf.u5vzFlbAjepU1YUmjOrl.jpg,test,test_D1_128f63b0-60a5-11ec-8402-0a7404972c70_jpg.rf.u5vzFlbAjepU1YUmjOrl.jpg
expansion\dog_conjunctivitis\test_D1_12f65c61-60a5-11ec-8402-0a7404972c70_jpg.rf.SKc2SnHmO3Zt5zRklOTl.jpg,test,test_D1_12f65c61-60a5-11ec-8402-0a7404972c70_jpg.rf.SKc2SnHmO3Zt5zRklOTl.jpg
expansion\dog_conjunctivitis\test_D1_16812adc-60a5-11ec-8402-0a7404972c70_jpg.rf.Ci3th01aADbeM71he3xX.jpg,test,test_D1_16812adc-60a5-11ec-8402-0a7404972c70_jpg.rf.Ci3th01aADbeM71he3xX.jpg
expansion\dog_conjunctivitis\test_D1_20ed1297-60a5-11ec-8402-0a7404972c70_jpg.rf.JvkyqtacPNR4z9jfKRMN.jpg,test,test_D1_20ed1297-60a5-11ec-8402-0a7404972c70_jpg.rf.JvkyqtacPNR4z9jfKRMN.jpg
expansion\dog_conjunctivitis\test_D1_2110e590-60a5-11ec-8402-0a7404972c70_jpg.rf.femQco5fYxcba2lLZFwE.jpg,test,test_D1_2110e590-60a5-11ec-8402-0a7404972c70_jpg.rf.femQco5fYxcba2lLZFwE.jpg
expansion\dog_conjunctivitis\test_D1_213c5e8d-60a5-11ec-8402-0a7404972c70_jpg.rf.RAi1k0L8sCLhxBjwEvYn.jpg,test,test_D1_213c5e8d-60a5-11ec-8402-0a7404972c70_jpg.rf.RAi1k0L8sCLhxBjwEvYn.jpg
expansion\dog_conjunctivitis\test_D1_30721df6-60a5-11ec-8402-0a7404972c70_jpg.rf.ClFeRcTQk4NbsLARep6g.jpg,test,test_D1_30721df6-60a5-11ec-8402-0a7404972c70_jpg.rf.ClFeRcTQk4NbsLARep6g.jpg
expansion\dog_conjunctivitis\test_D20_1029233b-60a5-11ec-8402-0a7404972c70_jpg.rf.J4FV1y7wFOA6lDfXXZCv.jpg,test,test_D20_1029233b-60a5-11ec-8402-0a7404972c70_jpg.rf.J4FV1y7wFOA6lDfXXZCv.jpg
expansion\dog_conjunctivitis\test_D20_1288687b-60a5-11ec-8402-0a7404972c70_jpg.rf.pKWpumCIf5zgCYAB1ADP.jpg,test,test_D20_1288687b-60a5-11ec-8402-0a7404972c70_jpg.rf.pKWpumCIf5zgCYAB1ADP.jpg
expansion\dog_conjunctivitis\test_D20_1918c637-60a5-11ec-8402-0a7404972c70_jpg.rf.dcMdmkG0Y2OXla6HJu5t.jpg,test,test_D20_1918c637-60a5-11ec-8402-0a7404972c70_jpg.rf.dcMdmkG0Y2OXla6HJu5t.jpg
expansion\dog_conjunctivitis\test_D20_19435889-60a5-11ec-8402-0a7404972c70_jpg.rf.ooKcQFz7viNqPnRuFZzs.jpg,test,test_D20_19435889-60a5-11ec-8402-0a7404972c70_jpg.rf.ooKcQFz7viNqPnRuFZzs.jpg
expansion\dog_conjunctivitis\test_D21_02f85d01-60a5-11ec-8402-0a7404972c70_jpg.rf.vxCyIUbTLnt64hKdFP4z.jpg,test,test_D21_02f85d01-60a5-11ec-8402-0a7404972c70_jpg.rf.vxCyIUbTLnt64hKdFP4z.jpg
expansion\dog_conjunctivitis\test_D21_0dc7d9fd-60a5-11ec-8402-0a7404972c70_jpg.rf.Zr1aX7arvu0xSXU5OMa5.jpg,test,test_D21_0dc7d9fd-60a5-11ec-8402-0a7404972c70_jpg.rf.Zr1aX7arvu0xSXU5OMa5.jpg
expansion\dog_conjunctivitis\test_D21_0dcbea33-60a5-11ec-8402-0a7404972c70_jpg.rf.ecRfi5AypzVBzNP0bOPf.jpg,test,test_D21_0dcbea33-60a5-11ec-8402-0a7404972c70_jpg.rf.ecRfi5AypzVBzNP0bOPf.jpg
expansion\dog_conjunctivitis\test_D21_0dd5eb1c-60a5-11ec-8402-0a7404972c70_jpg.rf.MWJ1WNto69GXeLierSyo.jpg,test,test_D21_0dd5eb1c-60a5-11ec-8402-0a7404972c70_jpg.rf.MWJ1WNto69GXeLierSyo.jpg
expansion\dog_conjunctivitis\test_D21_0e4bee75-60a5-11ec-8402-0a7404972c70_jpg.rf.NSJJJcaidStG6cMjf5al.jpg,test,test_D21_0e4bee75-60a5-11ec-8402-0a7404972c70_jpg.rf.NSJJJcaidStG6cMjf5al.jpg
expansion\dog_conjunctivitis\test_D21_10a438ad-60a5-11ec-8402-0a7404972c70_jpg.rf.VJawwPAK0tKkdqdcyNiX.jpg,test,test_D21_10a438ad-60a5-11ec-8402-0a7404972c70_jpg.rf.VJawwPAK0tKkdqdcyNiX.jpg
expansion\dog_conjunctivitis\test_D21_10a86f4f-60a5-11ec-8402-0a7404972c70_jpg.rf.HIYQn7FL0jVIMHSS2VZS.jpg,test,test_D21_10a86f4f-60a5-11ec-8402-0a7404972c70_jpg.rf.HIYQn7FL0jVIMHSS2VZS.jpg
expansion\dog_conjunctivitis\test_D2_03732e51-60a5-11ec-8402-0a7404972c70_jpg.rf.b1KWgZ4MFGUkwPfEW6ZX.jpg,test,test_D2_03732e51-60a5-11ec-8402-0a7404972c70_jpg.rf.b1KWgZ4MFGUkwPfEW6ZX.jpg
expansion\dog_conjunctivitis\test_D2_0df98a85-60a5-11ec-8402-0a7404972c70_jpg.rf.1yhPTNIC7jqe0EU4rNR2.jpg,test,test_D2_0df98a85-60a5-11ec-8402-0a7404972c70_jpg.rf.1yhPTNIC7jqe0EU4rNR2.jpg
expansion\dog_conjunctivitis\test_D2_1004344c-60a5-11ec-8402-0a7404972c70_jpg.rf.7HTPjvI8bnEWrOd0Kp4x.jpg,test,test_D2_1004344c-60a5-11ec-8402-0a7404972c70_jpg.rf.7HTPjvI8bnEWrOd0Kp4x.jpg
expansion\dog_conjunctivitis\test_D2_102888a7-60a5-11ec-8402-0a7404972c70_jpg.rf.cxscWAiQNvZo2quAozl0.jpg,test,test_D2_102888a7-60a5-11ec-8402-0a7404972c70_jpg.rf.cxscWAiQNvZo2quAozl0.jpg
expansion\dog_conjunctivitis\test_D2_103c2776-60a5-11ec-8402-0a7404972c70_jpg.rf.pBYE4Sw503JLyfSB27oV.jpg,test,test_D2_103c2776-60a5-11ec-8402-0a7404972c70_jpg.rf.pBYE4Sw503JLyfSB27oV.jpg
expansion\dog_conjunctivitis\test_D2_10a29025-60a5-11ec-8402-0a7404972c70_jpg.rf.bnf7s63ZxF2HTFbbUM27.jpg,test,test_D2_10a29025-60a5-11ec-8402-0a7404972c70_jpg.rf.bnf7s63ZxF2HTFbbUM27.jpg
expansion\dog_conjunctivitis\test_D2_1118640d-60a5-11ec-8402-0a7404972c70_jpg.rf.CpoUKvp1KuVvcVUUJtZl.jpg,test,test_D2_1118640d-60a5-11ec-8402-0a7404972c70_jpg.rf.CpoUKvp1KuVvcVUUJtZl.jpg
expansion\dog_conjunctivitis\test_D2_1379ffb7-60a5-11ec-8402-0a7404972c70_jpg.rf.e5V6eFlTn2LUBqm4wb8q.jpg,test,test_D2_1379ffb7-60a5-11ec-8402-0a7404972c70_jpg.rf.e5V6eFlTn2LUBqm4wb8q.jpg
expansion\dog_conjunctivitis\test_D2_166fe59e-60a5-11ec-8402-0a7404972c70_jpg.rf.VLxoFgmwRG0mR0QPvO5X.jpg,test,test_D2_166fe59e-60a5-11ec-8402-0a7404972c70_jpg.rf.VLxoFgmwRG0mR0QPvO5X.jpg
expansion\dog_conjunctivitis\test_D2_1923813d-60a5-11ec-8402-0a7404972c70_jpg.rf.8MLKDxbKIbC4kPEs4j8m.jpg,test,test_D2_1923813d-60a5-11ec-8402-0a7404972c70_jpg.rf.8MLKDxbKIbC4kPEs4j8m.jpg
expansion\dog_conjunctivitis\test_D2_19dfcafa-60a5-11ec-8402-0a7404972c70_jpg.rf.aUILQcVdHVTNccE4pBOA.jpg,test,test_D2_19dfcafa-60a5-11ec-8402-0a7404972c70_jpg.rf.aUILQcVdHVTNccE4pBOA.jpg
expansion\dog_conjunctivitis\test_D2_30d4ba06-60a5-11ec-8402-0a7404972c70_jpg.rf.OFTZd9pUkkpGrKEvV2Xh.jpg,test,test_D2_30d4ba06-60a5-11ec-8402-0a7404972c70_jpg.rf.OFTZd9pUkkpGrKEvV2Xh.jpg
expansion\dog_conjunctivitis\test_D2_30dbc814-60a5-11ec-8402-0a7404972c70_jpg.rf.jRNF0clHGSkfYlg2BXwo.jpg,test,test_D2_30dbc814-60a5-11ec-8402-0a7404972c70_jpg.rf.jRNF0clHGSkfYlg2BXwo.jpg
expansion\dog_conjunctivitis\test_D2_312bc910-60a5-11ec-8402-0a7404972c70_jpg.rf.qHevnZDrUjWYSRAFTPj8.jpg,test,test_D2_312bc910-60a5-11ec-8402-0a7404972c70_jpg.rf.qHevnZDrUjWYSRAFTPj8.jpg
expansion\dog_conjunctivitis\test_D2_316b7242-60a5-11ec-8402-0a7404972c70_jpg.rf.dmwBAov65JQDxnO2gon9.jpg,test,test_D2_316b7242-60a5-11ec-8402-0a7404972c70_jpg.rf.dmwBAov65JQDxnO2gon9.jpg
expansion\dog_conjunctivitis\test_D3_0e59a760-60a5-11ec-8402-0a7404972c70_jpg.rf.xlaMlAlkmg2tQozyGAxF.jpg,test,test_D3_0e59a760-60a5-11ec-8402-0a7404972c70_jpg.rf.xlaMlAlkmg2tQozyGAxF.jpg
expansion\dog_conjunctivitis\test_D3_12f537e5-60a5-11ec-8402-0a7404972c70_jpg.rf.Q4xiFLfbzl1UF4NUxU0A.jpg,test,test_D3_12f537e5-60a5-11ec-8402-0a7404972c70_jpg.rf.Q4xiFLfbzl1UF4NUxU0A.jpg
expansion\dog_conjunctivitis\train_D0_02f99e22-60a5-11ec-8402-0a7404972c70_jpg.rf.xhvuMvPMO3dJJsFMeTEm.jpg,train,train_D0_02f99e22-60a5-11ec-8402-0a7404972c70_jpg.rf.xhvuMvPMO3dJJsFMeTEm.jpg
expansion\dog_conjunctivitis\train_D0_02fb427f-60a5-11ec-8402-0a7404972c70_jpg.rf.fNHzwwsY8hrfJC3ac3tW.jpg,train,train_D0_02fb427f-60a5-11ec-8402-0a7404972c70_jpg.rf.fNHzwwsY8hrfJC3ac3tW.jpg
expansion\dog_conjunctivitis\train_D0_030750e3-60a5-11ec-8402-0a7404972c70_jpg.rf.rmLVjt92AZ3w6REPyrvE.jpg,train,train_D0_030750e3-60a5-11ec-8402-0a7404972c70_jpg.rf.rmLVjt92AZ3w6REPyrvE.jpg
expansion\dog_conjunctivitis\train_D0_0380fc37-60a5-11ec-8402-0a7404972c70_jpg.rf.TeqrCK3lxd23nqJJ6MJB.jpg,train,train_D0_0380fc37-60a5-11ec-8402-0a7404972c70_jpg.rf.TeqrCK3lxd23nqJJ6MJB.jpg
expansion\dog_conjunctivitis\train_D0_03a5bf05-60a5-11ec-8402-0a7404972c70_jpg.rf.hGyr2wTL38DWo0QGPsPo.jpg,train,train_D0_03a5bf05-60a5-11ec-8402-0a7404972c70_jpg.rf.hGyr2wTL38DWo0QGPsPo.jpg
expansion\dog_conjunctivitis\train_D0_03ad2e4b-60a5-11ec-8402-0a7404972c70_jpg.rf.YUf30aRukrE7ZIO6lzdR.jpg,train,train_D0_03ad2e4b-60a5-11ec-8402-0a7404972c70_jpg.rf.YUf30aRukrE7ZIO6lzdR.jpg
expansion\dog_conjunctivitis\train_D0_0dcb4895-60a5-11ec-8402-0a7404972c70_jpg.rf.KBAFWgnJz2J5C2to2xMQ.jpg,train,train_D0_0dcb4895-60a5-11ec-8402-0a7404972c70_jpg.rf.KBAFWgnJz2J5C2to2xMQ.jpg
expansion\dog_conjunctivitis\train_D0_0dee6da8-60a5-11ec-8402-0a7404972c70_jpg.rf.sh23cAxRFBybvCONRr7V.jpg,train,train_D0_0dee6da8-60a5-11ec-8402-0a7404972c70_jpg.rf.sh23cAxRFBybvCONRr7V.jpg
expansion\dog_conjunctivitis\train_D0_0df020c1-60a5-11ec-8402-0a7404972c70_jpg.rf.NgQmjxJRYurvYxHRF3Ck.jpg,train,train_D0_0df020c1-60a5-11ec-8402-0a7404972c70_jpg.rf.NgQmjxJRYurvYxHRF3Ck.jpg
expansion\dog_conjunctivitis\train_D0_0e4c5c0e-60a5-11ec-8402-0a7404972c70_jpg.rf.wTqLTjCStb675xvlkFKv.jpg,train,train_D0_0e4c5c0e-60a5-11ec-8402-0a7404972c70_jpg.rf.wTqLTjCStb675xvlkFKv.jpg
expansion\dog_conjunctivitis\train_D0_0e79a1c3-60a5-11ec-8402-0a7404972c70_jpg.rf.5CMiPib0ZjksXzUCAKg2.jpg,train,train_D0_0e79a1c3-60a5-11ec-8402-0a7404972c70_jpg.rf.5CMiPib0ZjksXzUCAKg2.jpg
expansion\dog_conjunctivitis\train_D0_0e7b588f-60a5-11ec-8402-0a7404972c70_jpg.rf.LTGADR3bJJj9JR6PiBTO.jpg,train,train_D0_0e7b588f-60a5-11ec-8402-0a7404972c70_jpg.rf.LTGADR3bJJj9JR6PiBTO.jpg
expansion\dog_conjunctivitis\train_D0_0e851f01-60a5-11ec-8402-0a7404972c70_jpg.rf.8Go8aUKbxJWuwVVQ7IE9.jpg,train,train_D0_0e851f01-60a5-11ec-8402-0a7404972c70_jpg.rf.8Go8aUKbxJWuwVVQ7IE9.jpg
expansion\dog_conjunctivitis\train_D0_0eb1b8bb-60a5-11ec-8402-0a7404972c70_jpg.rf.jJr7fhCu96XyLynK8KiL.jpg,train,train_D0_0eb1b8bb-60a5-11ec-8402-0a7404972c70_jpg.rf.jJr7fhCu96XyLynK8KiL.jpg
expansion\dog_conjunctivitis\train_D0_0eb2d0e0-60a5-11ec-8402-0a7404972c70_jpg.rf.NtkSJHCrkSqUsfajcCjz.jpg,train,train_D0_0eb2d0e0-60a5-11ec-8402-0a7404972c70_jpg.rf.NtkSJHCrkSqUsfajcCjz.jpg
expansion\dog_conjunctivitis\train_D0_0ffccc00-60a5-11ec-8402-0a7404972c70_jpg.rf.31OxBm3PogjBVhJdtydp.jpg,train,train_D0_0ffccc00-60a5-11ec-8402-0a7404972c70_jpg.rf.31OxBm3PogjBVhJdtydp.jpg
expansion\dog_conjunctivitis\train_D0_0ffec3d5-60a5-11ec-8402-0a7404972c70_jpg.rf.dt4pAa4e7XhlAGUIiCcC.jpg,train,train_D0_0ffec3d5-60a5-11ec-8402-0a7404972c70_jpg.rf.dt4pAa4e7XhlAGUIiCcC.jpg
expansion\dog_conjunctivitis\train_D0_100440d3-60a5-11ec-8402-0a7404972c70_jpg.rf.TFCBNu2os0WlHsEkPOFG.jpg,train,train_D0_100440d3-60a5-11ec-8402-0a7404972c70_jpg.rf.TFCBNu2os0WlHsEkPOFG.jpg
expansion\dog_conjunctivitis\train_D0_10157d15-60a5-11ec-8402-0a7404972c70_jpg.rf.6xhCDWXx0mj1g2r2rRIa.jpg,train,train_D0_10157d15-60a5-11ec-8402-0a7404972c70_jpg.rf.6xhCDWXx0mj1g2r2rRIa.jpg
expansion\dog_conjunctivitis\train_D0_101a7234-60a5-11ec-8402-0a7404972c70_jpg.rf.TSW4nsxeDqU3fXFCrFfc.jpg,train,train_D0_101a7234-60a5-11ec-8402-0a7404972c70_jpg.rf.TSW4nsxeDqU3fXFCrFfc.jpg
expansion\dog_conjunctivitis\train_D0_1025dd38-60a5-11ec-8402-0a7404972c70_jpg.rf.hn4klCMFAqKbDW49Qw1z.jpg,train,train_D0_1025dd38-60a5-11ec-8402-0a7404972c70_jpg.rf.hn4klCMFAqKbDW49Qw1z.jpg
expansion\dog_conjunctivitis\train_D0_10271476-60a5-11ec-8402-0a7404972c70_jpg.rf.nN3TfZOQagSAZKtzCCKL.jpg,train,train_D0_10271476-60a5-11ec-8402-0a7404972c70_jpg.rf.nN3TfZOQagSAZKtzCCKL.jpg
expansion\dog_conjunctivitis\train_D0_10286053-60a5-11ec-8402-0a7404972c70_jpg.rf.0v3DSIgreNC7sEPLjfun.jpg,train,train_D0_10286053-60a5-11ec-8402-0a7404972c70_jpg.rf.0v3DSIgreNC7sEPLjfun.jpg
expansion\dog_conjunctivitis\train_D0_102c68bf-60a5-11ec-8402-0a7404972c70_jpg.rf.DO7qok4A7rXlc7Rl7DrX.jpg,train,train_D0_102c68bf-60a5-11ec-8402-0a7404972c70_jpg.rf.DO7qok4A7rXlc7Rl7DrX.jpg
expansion\dog_conjunctivitis\train_D0_10344c1d-60a5-11ec-8402-0a7404972c70_jpg.rf.3xG1Teiv8axxNT6umP5t.jpg,train,train_D0_10344c1d-60a5-11ec-8402-0a7404972c70_jpg.rf.3xG1Teiv8axxNT6umP5t.jpg
expansion\dog_conjunctivitis\train_D0_1038ad7e-60a5-11ec-8402-0a7404972c70_jpg.rf.XoFm4artcI0lNxlJnp3y.jpg,train,train_D0_1038ad7e-60a5-11ec-8402-0a7404972c70_jpg.rf.XoFm4artcI0lNxlJnp3y.jpg
expansion\dog_conjunctivitis\train_D0_10398487-60a5-11ec-8402-0a7404972c70_jpg.rf.LYNaicMY2LsCH6ohoDOz.jpg,train,train_D0_10398487-60a5-11ec-8402-0a7404972c70_jpg.rf.LYNaicMY2LsCH6ohoDOz.jpg
expansion\dog_conjunctivitis\train_D0_103b7a80-60a5-11ec-8402-0a7404972c70_jpg.rf.gkYV88zvfeshkBTIwp2l.jpg,train,train_D0_103b7a80-60a5-11ec-8402-0a7404972c70_jpg.rf.gkYV88zvfeshkBTIwp2l.jpg
expansion\dog_conjunctivitis\train_D0_104e3899-60a5-11ec-8402-0a7404972c70_jpg.rf.KVHddVZMsDdcB31fAVdz.jpg,train,train_D0_104e3899-60a5-11ec-8402-0a7404972c70_jpg.rf.KVHddVZMsDdcB31fAVdz.jpg
expansion\dog_conjunctivitis\train_D0_106a38fb-60a5-11ec-8402-0a7404972c70_jpg.rf.EiLCQXGeqbktvEPQHVW1.jpg,train,train_D0_106a38fb-60a5-11ec-8402-0a7404972c70_jpg.rf.EiLCQXGeqbktvEPQHVW1.jpg
expansion\dog_conjunctivitis\train_D0_107d606c-60a5-11ec-8402-0a7404972c70_jpg.rf.20daitzM0qDsKV7sXYpR.jpg,train,train_D0_107d606c-60a5-11ec-8402-0a7404972c70_jpg.rf.20daitzM0qDsKV7sXYpR.jpg
expansion\dog_conjunctivitis\train_D0_10d0d5f1-60a5-11ec-8402-0a7404972c70_jpg.rf.2nTOGjTaSp3UUiN9e4bJ.jpg,train,train_D0_10d0d5f1-60a5-11ec-8402-0a7404972c70_jpg.rf.2nTOGjTaSp3UUiN9e4bJ.jpg
